target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
USO1,0.9279202991895588,0.8261759968480088,171,170,97.0,571.0,570.0,False,False,123.22502427251663,256
DR1,0.9273669745524236,0.8703451548176657,595,594,495.0,103.0,102.0,False,False,144.83728093172007,257
EIF3J,0.927063629099106,0.2559878459651462,253,252,36.0,430.0,429.0,False,False,127.87969072648596,258
EXT2,0.9264728615743776,1.21799058454569,3,2,357.0,398.0,397.0,False,False,107.60039438005624,259
ETV3,0.925280540716941,0.9731717435992348,1,0,305.0,5.0,4.0,False,False,101.5170006284998,260
CCNE1,0.9252230546697452,0.2465058096152891,17,16,206.0,1.0,0.0,False,False,112.13999521535568,261
TXNRD1,0.9249989951180276,0.4641449519071098,43,42,523.0,,,False,False,108.04224531931813,262
MAPK9,0.923775152526588,1.088158976665414,1,0,376.0,2.0,1.0,False,False,98.20580759698748,263
CBY1,0.9232184221235942,-0.0642510004815044,2,1,736.0,2.0,1.0,False,False,103.44192100616311,264
SFMBT2,0.9229758600352111,0.6260333096832258,1,0,890.0,1.0,0.0,False,False,108.24721873231702,265
PIGC,0.9202771595626088,1.252760828363544,4,3,1109.0,5.0,4.0,False,False,101.3501189088748,266
ZNF26,0.9196629876124486,0.9342096855877458,1,0,457.0,1.0,0.0,False,False,104.59454338256924,267
USP42,0.919098002616988,0.7698079218293861,2,1,691.0,2.0,1.0,False,False,100.07921047999989,268
PPP5C,0.9183140366798688,1.0383615627077976,1,0,239.0,3.0,2.0,False,False,106.2422541933247,269
CYTH4,0.916131848091174,0.5290242439287053,2,1,173.0,17.0,16.0,False,False,101.9100913968417,270
FAM98A,0.9145302400018304,0.784699876893487,9,8,1002.0,3.0,2.0,False,False,114.67416198195552,271
AP1M1,0.913811734297048,1.6231419478501026,21,20,204.0,29.0,28.0,False,False,107.7873500164508,272
DOT1L,0.913456683817952,1.2823430824507809,436,435,282.0,123.0,122.0,False,False,138.74538211959916,273
GDE1,0.912859060480465,0.7026851426681199,2,1,432.0,3.0,2.0,False,False,105.60054182046716,274
DAP,0.9099546581225024,1.2060937762680046,266,265,237.0,6.0,5.0,False,False,134.87760590146536,275
TNFRSF4,0.9094967291049784,0.761875063510814,3,2,632.0,16.0,15.0,False,True,103.01875062835644,276
VAMP1,0.9089054441169688,0.0524648086308497,3,2,560.0,2.0,1.0,False,False,110.25497724928402,277
MEN1,0.9086333345921018,0.2642316689323131,2157,2156,128.0,604.0,603.0,False,False,199.7713352165877,278
FN3K,0.908144239230364,1.1937219503423695,128,127,828.0,11.0,11.0,False,False,130.35280093526865,279
BCR,0.9058732994137322,0.8936491619452044,1,0,506.0,4.0,3.0,False,False,99.92874349658622,280
PQBP1,0.9044498135047154,1.752345569200279,21,20,262.0,56.0,55.0,False,False,114.9923124857804,281
ZNF74,0.901867585198799,-0.3790920587637259,6,5,1058.0,3.0,3.0,False,False,111.61907004010254,282
SAPCD2,0.9009615923498864,0.4763418566676613,4,3,371.0,4.0,3.0,False,False,102.71815089747372,283
AEBP2,0.8986975658747751,1.1689092650841706,510,509,575.0,12.0,11.0,False,False,141.6045212792654,284
TWNK,0.8974883959506816,0.1888275983358525,802,801,573.0,232.0,231.0,False,False,147.80475943545406,285
C15orf48,0.8966656320875634,0.0672889141205155,5,4,496.0,3.0,3.0,False,False,101.27128143173302,286
SEMA4B,0.8965856549544711,0.7574339759709563,6,5,478.0,1.0,1.0,False,False,104.06695617286144,287
HNRNPDL,0.8958491951905165,1.0422679948662374,85,84,62.0,2.0,1.0,False,False,114.2366312926675,288
MARK3,0.8953064379954698,0.3178870468007455,4,3,584.0,6.0,5.0,False,False,97.57614606937317,289
PRSS23,0.8952049035820291,0.586517820470752,1,0,207.0,1.0,1.0,False,False,102.61738802070649,290
FBXL4,0.8931021496765946,-0.1655388510644698,2,1,458.0,1.0,0.0,False,False,100.08349046230826,291
SRSF5,0.8923091408719225,0.202892804422465,27,26,1342.0,23.0,22.0,False,False,121.98166002645762,292
EIF5A2,0.8916954293980871,0.7150047943606554,2,1,511.0,3.0,2.0,False,False,93.68261179793872,293
ANKH,0.8913174007593354,0.1291761036393242,7,6,293.0,2.0,1.0,False,False,111.89222869719808,294
PTTG1IP,0.8900543406676256,1.3321127180146295,5,4,644.0,3.0,2.0,False,False,99.60383802974528,295
ZFX,0.8892035144923004,0.9341567337059222,12,11,144.0,35.0,34.0,False,False,109.02216942662834,296
SLC39A14,0.8887948253121093,0.5417751094505054,1,0,692.0,1.0,0.0,False,False,94.78896211689477,297
COMMD7,0.8886899147873513,0.5252381222997864,113,112,610.0,2.0,1.0,False,False,126.55840744997896,298
SSR3,0.8876828852373593,0.0380924983414159,31,30,1064.0,66.0,65.0,False,False,100.58820898858836,299
PPP1R14B,0.8874583660543934,0.784682286734357,71,70,137.0,0.0,0.0,False,False,117.58977976712244,300
GMPR,0.8865558941160145,0.2345871266957193,1,0,766.0,0.0,0.0,False,False,97.23237437587844,301
HPS6,0.8855942642086697,0.062799635083472,4,3,392.0,3.0,2.0,False,False,101.21577030330776,302
RBM23,0.883755797688573,0.7257570533139124,1,0,590.0,15.0,14.0,False,False,105.0385197755955,303
EIF4E2,0.8836737448076851,-0.223319663070082,35,34,509.0,1.0,0.0,False,False,109.12925039968968,304
KIZ,0.882440581958003,0.4330502116590193,5,4,537.0,2.0,1.0,True,False,101.51454962788635,305
DECR1,0.8821820463763488,0.1476629427123023,1,0,467.0,17.0,16.0,False,False,97.61087728854294,306
IFNGR2,0.8815478519905707,-0.0065432053399026,2,1,603.0,4.0,4.0,False,True,102.8218098772734,307
SH3BP1,0.8798114164275608,0.8790012351545916,10,9,177.0,7.0,6.0,False,False,102.26044419368024,308
PITHD1,0.8787342091708381,-0.3712950933771052,1,0,330.0,1.0,0.0,False,False,99.87657718204868,309
P3H1,0.878497884737742,0.5112438280625564,6,5,495.0,1.0,0.0,False,False,103.92516587545704,310
SLC25A51,0.8774574422024364,0.0066600199046918,103,102,626.0,193.0,192.0,False,False,124.29268639265474,311
NAA80,0.8772838119418497,0.2326043923947303,7,6,334.0,9.0,8.0,False,False,112.56960724152604,312
CERS4,0.876760899860645,1.2128940631256429,5,4,247.0,3.0,2.0,False,False,97.92359826578216,313
ZNF710,0.8766792867964451,0.6351844018730401,78,77,69.0,394.0,393.0,False,False,113.56846372207065,314
PAIP2,0.8755294714773594,0.8688613189117438,8,7,521.0,2.0,1.0,False,False,102.8215631996758,315
SNX33,0.8752577701412358,1.1882783137185682,6,5,628.0,2.0,2.0,False,False,104.65106584214747,316
ZNF518B,0.8746711717320004,0.4602900134756549,2,1,357.0,2.0,1.0,False,False,103.90156506156843,317
FBXO11,0.8739460415422701,1.4339103179361588,107,106,859.0,47.0,46.0,False,False,123.9586716075824,318
CENPE,0.8738476085902467,0.5415458859782617,71,70,53.0,,,False,False,113.91465460126112,319
C14orf28,0.8737316995087476,0.7724041003048652,1,0,629.0,2.0,1.0,False,False,94.47479197313235,320
DNAJA4,0.8733916325962088,-0.0129229796372032,5,4,206.0,6.0,5.0,False,False,106.95999356446238,321
PARP15,0.8706892454881382,0.6176226174491339,3,2,324.0,4.0,3.0,False,False,102.80016945723654,322
ZFYVE1,0.8705970195318238,1.138021245195115,9,8,358.0,8.0,7.0,False,False,114.11930868930416,323
RC3H2,0.8702977325079628,0.1412156434948922,25,24,498.0,12.0,11.0,False,False,116.88589368921129,324
ASCC2,0.8700099893952914,0.9801530489559136,12,11,455.0,29.0,28.0,False,False,107.56164550320528,325
DNAJA1,0.8691654324456018,0.7566922488793023,5,4,437.0,3.0,2.0,False,False,104.23369611942762,326
EML2,0.8670410096947088,-0.6271012251589262,309,308,412.0,59.0,58.0,False,False,135.08492728282266,327
BBS1,0.8667672236530111,-0.0144169352072377,3,2,504.0,2.0,1.0,False,False,97.85657259865768,328
TDRKH,0.8667269883017668,-0.2511520018418547,3,2,473.0,2.0,1.0,False,False,105.70390136417689,329
FPGS,0.8662418831617476,1.1557586564896514,109,108,302.0,9.0,8.0,False,False,121.33801707356656,330
PFKFB3,0.8650930350992488,0.7038156572378591,2,1,750.0,2.0,2.0,False,False,99.17857466610728,331
CYFIP1,0.864107394640621,1.2642037952303993,3,2,578.0,1.0,0.0,False,False,94.4345273986692,332
RWDD2B,0.8632763263248755,0.9478964328956496,1,0,624.0,190.0,189.0,False,False,102.08065089520557,333
FXR1,0.8632342433258123,0.6940000135163271,3,2,367.0,14.0,13.0,False,False,106.17418254820224,334
EFHD2,0.8618672873366279,0.9943844594660634,63,62,168.0,50.0,49.0,False,False,120.0928601423704,335
HUWE1,0.860855153659673,1.0001373174234456,2,1,433.0,688.0,687.0,False,False,96.53344267264418,336
SLC10A7,0.8602798116832369,0.1885467933344139,2,1,181.0,9.0,8.0,False,False,102.92012991613684,337
CCNB1,0.8552741736716898,0.6338556586886837,1,0,810.0,4.0,3.0,False,False,96.48887735522324,338
TANK,0.8549835185180749,1.5714204367507758,33,32,356.0,10.0,9.0,False,False,114.30082903246992,339
TIMP1,0.8548562566877722,1.2256283171596634,101,100,156.0,6.0,5.0,False,False,118.86403148822984,340
UTP23,0.8541600182938309,0.6390056906516314,171,170,88.0,44.0,43.0,False,False,124.8622305601304,341
DNAJC19,0.853992848596688,0.989700102106355,7,6,818.0,6.0,5.0,False,False,110.468658676476,342
MED25,0.8535509247971143,0.457274547439525,2,1,824.0,3.0,2.0,False,False,101.47738600209708,343
CLK4,0.8531463539408339,0.4932180953556036,2,1,505.0,3.0,2.0,False,False,100.92953938267058,344
MKLN1,0.8526582356905915,0.7486102524205643,2,1,288.0,1.0,0.0,False,False,102.2510228463026,345
SLAMF6,0.8517188211373479,0.6985131208254569,1,0,702.0,38.0,37.0,False,False,107.85457036699134,346
ARHGEF2,0.8504503549946967,0.4957012587097624,2,1,1067.0,3.0,2.0,False,False,95.61349647410816,347
CTTN,0.8499488392234114,0.9313191134531374,13,12,579.0,20.0,19.0,False,False,110.13260151585855,348
PWWP2A,0.849578762183199,0.4670516350802433,2,1,312.0,2.0,1.0,False,False,106.95563520445783,349
ZNF343,0.8489274800645085,0.1906544526082305,9,8,561.0,5.0,4.0,False,False,102.42425885375928,350
ST3GAL5,0.8486198386266193,0.7002934258788291,1,0,571.0,1.0,0.0,False,False,95.26513034404066,351
TRAF6,0.84838344217784,0.1743967500871005,33,32,225.0,0.0,0.0,False,False,112.41516841109868,352
MICAL3,0.8471900626330101,-0.0104548413706108,4,3,442.0,2.0,1.0,False,False,100.29498035271205,353
ZNF106,0.8467875708333139,0.0430332692022252,6,5,939.0,4.0,3.0,False,False,106.1136534343428,354
RUSF1,0.8456874287689583,-0.2492364298899901,2,1,647.0,2.0,1.0,False,False,95.2866612302377,355
GGA2,0.8456481309719815,0.9294786502158462,3,2,726.0,2.0,1.0,False,False,94.34459795656724,356
OGA,0.8454943849142,0.2012639394821284,6,5,49.0,39.0,38.0,False,False,106.14903859562293,357
GINM1,0.8437109323029579,0.3287182823851989,2,1,210.0,8.0,7.0,False,False,108.6341062548212,358
EGR3,0.8432150954127854,0.1700462656790361,2,1,470.0,11.0,11.0,False,False,109.2465977125739,359
SP140L,0.8425152593867269,0.2075794444020511,2,1,663.0,1170.0,1169.0,False,False,95.20670138964908,360
TPP2,0.8423533374880405,0.2475049820492361,24,23,180.0,3.0,2.0,False,True,110.83458495062612,361
SLC9B2,0.8422159002128164,0.8566423865238595,2,1,328.0,13.0,12.0,False,False,102.33572677310016,362
EVI2A,0.8411985607140721,0.86397040850679,3,2,647.0,2.0,1.0,False,False,102.74922035806762,363
PDCL,0.8406729754037789,1.1851330613824853,1502,1501,440.0,753.0,752.0,False,False,169.38627118710258,364
PNMA1,0.8397050361934995,0.5318502299317527,3,2,295.0,3.0,2.0,False,False,100.59213692760925,365
DHRS13,0.8385830476935925,0.6365214775454883,1,0,815.0,3.0,2.0,False,False,107.98804315038562,366
DEPDC5,0.8377088701787283,-0.0591063509616313,1,0,596.0,70.0,69.0,False,False,111.7421037364844,367
ZNF507,0.8374997066021207,0.4925710871008549,72,71,469.0,16.0,15.0,False,False,115.82961713104052,368
VLDLR,0.8374801669529729,0.5860567999564441,3,2,808.0,8.0,8.0,False,False,104.72097685870236,369
C1R,0.8369856363407921,0.5760970101873473,2,1,1433.0,0.0,0.0,False,True,94.6808746831891,370
ABCC5,0.836915732091415,0.117251463879413,1,0,399.0,1.0,0.0,False,False,103.93219064501451,371
TRIM52,0.8362507513068351,0.2439960523009922,1,0,1138.0,3.0,2.0,False,False,94.01662472638138,372
INSIG1,0.8362259889687365,0.6795949581558978,731,730,299.0,22.0,21.0,False,False,146.70741393642052,373
IL10RA,0.8357856712563786,0.6682707492174589,3,2,592.0,3.0,2.0,False,True,107.3059134774216,374
LZTS2,0.8341636310334284,0.4558011926921498,1,0,455.0,2.0,1.0,False,False,96.69964504801584,375
TRIM14,0.8339031328587686,0.8946235142100838,21,20,251.0,139.0,138.0,False,False,109.37091182939548,376
FBXL3,0.8335547168638568,0.2076205610082248,65,64,486.0,211.0,210.0,False,False,120.35180569896856,377
UBQLN4,0.8330440584102297,0.0767405365988308,23,22,366.0,13.0,12.0,False,False,118.64218878499298,378
CIT,0.8329740344991803,-0.2255867782402617,35,34,254.0,74.0,73.0,False,False,110.77066714915514,379
RCOR1,0.831765289404406,0.4151384715505337,726,725,1105.0,293.0,292.0,False,False,152.36294739841432,380
NEK4,0.8312453417340377,-0.3350189605393144,6,5,165.0,8.0,7.0,False,False,102.61977190054846,381
NRP2,0.8293390723461882,0.5302584934597432,3,2,1105.0,0.0,0.0,False,False,99.15549970096326,382
AKAP11,0.8290931888153827,0.2649567388556064,3,2,191.0,1.0,0.0,False,False,92.0908377962177,383
P4HTM,0.8284818801116259,0.1240954057089571,4,3,328.0,2.0,1.0,False,False,111.8613804570363,384
OTUD6B,0.8281530956884954,0.3596749789244654,13,12,158.0,16.0,15.0,False,False,107.23724710288516,385
FHIP2A,0.8281401141387584,0.9012211689070696,14,13,216.0,13.0,12.0,False,False,116.61773813810532,386
DTD2,0.8280559377243087,-0.1823298791577168,2,1,406.0,3.0,2.0,False,False,98.56325902988247,387
PRPF40B,0.8278309727064662,0.4578533910346605,1,0,616.0,0.0,0.0,False,False,98.81746496386153,388
F11R,0.8268161327871216,0.4842813350845893,1,0,490.0,2.0,1.0,False,False,97.90998980271586,389
TBC1D17,0.826607795553327,0.6163880926354844,2,1,663.0,2.0,2.0,False,False,111.25241763092696,390
CHST11,0.8261884076217205,0.8556893358990904,4,3,486.0,6.0,5.0,False,False,99.28736123780794,391
NAA40,0.8256666166627836,0.0319288732611304,237,236,745.0,89.0,88.0,False,False,132.62577717572077,392
ZNF550,0.8244367668994242,0.4259465700167423,4,3,481.0,3.0,2.0,False,False,99.09346229439552,393
TMEM267,0.8242893911446574,0.7777302268517682,2,1,799.0,3.0,2.0,False,False,98.1433924800728,394
DCUN1D1,0.8238934468056309,0.2782727813621473,6,5,377.0,13.0,12.0,False,False,104.92925190132388,395
YY1,0.8236788386423753,1.243290593482988,474,473,531.0,510.0,509.0,True,False,140.40277465300537,396
TPST2,0.8235759367612897,1.2839749615896183,77,76,180.0,2.0,1.0,False,False,113.96634640911752,397
ZNF284,0.8235494968938073,0.0758014254389564,2,1,2874.0,2.0,1.0,False,False,95.5633165527194,398
CAMK1,0.8228331231491803,-0.0683605862426801,61,60,256.0,46.0,45.0,False,False,116.88408963466442,399
RAB3A,0.8228261787301814,0.10538460821254,1,0,492.0,0.0,0.0,False,False,101.6168035388678,400
PIGM,0.8226458417740233,-0.2664038358318905,1,0,545.0,1.0,0.0,False,False,104.05299005218278,401
USP24,0.8219676712945853,-0.094166406388825,149,148,519.0,5.0,4.0,False,False,128.64986891467302,402
DIAPH2,0.8215619841828369,0.6945764657787856,1,0,615.0,2.0,1.0,False,False,98.01115247445009,403
SYNE2,0.8211653023958043,0.2425579354073471,1,0,1819.0,1.0,0.0,False,False,107.58107967837432,404
MAPK1IP1L,0.8206572153148706,-0.4250018647005629,4,3,375.0,3.0,2.0,False,False,100.53364661527314,405
TMEM35B,0.8201028297437741,1.176115627585473,4,3,581.0,4.0,3.0,False,False,98.95168731694504,406
B3GALT4,0.8190944142955013,-0.078460201153697,1,0,519.0,1.0,0.0,False,False,100.14162442086904,407
FNIP2,0.8180061163496275,0.5305284814526973,2,1,159.0,1.0,0.0,False,False,97.10279720964655,408
SAMTOR,0.8174774554329187,-0.3916899189649364,17,16,974.0,6.0,5.0,False,False,112.76365546133935,409
PIK3CD,0.815774417909653,0.4778598930226398,33,32,470.0,8.0,7.0,False,True,118.7415891005,410
CCNT2,0.8146158238902285,1.1624533023049834,4,3,410.0,4.0,3.0,False,False,94.56499631406464,411
SEC14L2,0.8145390384354966,1.0887570229871877,102,101,604.0,1141.0,1140.0,False,False,125.08478980957796,412
COMMD2,0.8143508628384675,0.4795960661841714,14,13,354.0,1.0,0.0,False,False,114.91035388687136,413
VSIR,0.814274920166074,0.4418772392034329,3,2,344.0,2.0,1.0,False,False,99.656043450499,414
USP38,0.8139016034987487,-0.11499474361893,2,1,660.0,4.0,3.0,False,False,101.78165829570304,415
COX14,0.8138011907121315,0.3565796816695344,38,37,77.0,3.0,2.0,False,False,105.6965725277208,416
EFR3A,0.8137561797142385,1.1805508040341743,13,12,59.0,1183.0,1182.0,False,False,108.85469222935586,417
TSTD2,0.8135780284811794,0.9210847759218728,204,203,128.0,356.0,355.0,False,False,125.29610575431846,418
FUNDC1,0.8130658291507505,1.3218695992794685,14,13,137.0,2.0,1.0,False,False,111.19253217496302,419
TSN,0.8129246383740484,0.8160090628891291,2,1,483.0,2.0,1.0,False,False,96.18919391744642,420
ZNF512B,0.8115976729773169,1.2633673948537538,3,2,585.0,493.0,492.0,False,False,105.2730865129958,421
NRROS,0.8106051457300252,0.8496545513884832,1,0,1062.0,1.0,0.0,False,False,100.08231877812108,422
ID2,0.8102197612028049,1.824134971606948,499,498,196.0,431.0,430.0,False,False,141.53565081039022,423
CAPN1,0.8101513603226282,0.4454965356723204,2,1,587.0,1.0,0.0,False,False,99.49856499639117,424
RCN1,0.8100875654902778,0.1331885010508943,2,1,170.0,176.0,175.0,False,False,103.84375222506702,425
ZFP82,0.8093937279507247,1.084145357730711,12,11,678.0,13.0,12.0,False,False,109.45053272357129,426
CCDC28A,0.8084550994337557,0.6390884299193845,1,0,103.0,0.0,0.0,False,False,100.60182595738458,427
PPP3CA,0.807985185425532,0.1083251279516935,1,0,388.0,2.0,1.0,False,False,113.3193823879861,428
GDI1,0.8077692198941538,0.2144651410022262,19,18,275.0,8.0,7.0,False,False,107.27780777785055,429
KCNC4,0.807624820240056,0.274910969788009,1,0,485.0,0.0,0.0,False,False,105.81287041033072,430
CCNB1IP1,0.8075375804033837,0.2635365125671626,6,5,283.0,1.0,0.0,False,False,103.46699888148164,431
GFM1,0.8058706342423744,0.8448233109902383,7,6,578.0,8.0,7.0,False,False,95.72393138752996,432
NPEPPS,0.8055913022374327,0.5430981888186641,2,1,259.0,97.0,96.0,False,False,107.5826922053744,433
UCK2,0.8051442697895838,0.3446087666558139,2,1,509.0,28.0,27.0,False,False,100.99946727716234,434
DENND4B,0.8046058176371208,1.2788412645964056,5,4,890.0,8.0,7.0,False,False,106.60054933666883,435
YOD1,0.8042381575049504,0.3526723575447966,1,0,297.0,2.0,1.0,False,False,97.60943151655938,436
POLRMT,0.8038687036813849,-0.2841794247805159,153,152,174.0,124.0,124.0,False,False,122.9448490343226,437
NFAT5,0.8034654877931484,1.1129197087363305,2,1,555.0,1624.0,1623.0,False,True,104.12912548353236,438
ZNF90,0.8029437704988486,0.7921799876308969,2,1,862.0,4.0,4.0,False,False,96.10634972873063,439
UBB,0.8025840083661512,0.8067872810458839,1,0,439.0,1.0,0.0,False,False,96.69052399472405,440
ATP7A,0.8019322856242912,0.2222403476710519,11,10,547.0,3.0,2.0,False,False,113.9769005042864,441
AIFM2,0.8009787759863062,0.4217162400000402,1,0,783.0,1.0,0.0,False,False,91.69473831038393,442
PFDN1,0.7978906690812608,0.2679568034554668,6,5,407.0,7.0,6.0,False,False,99.3834049587552,443
C3orf38,0.7962414888933509,0.5363261505656971,2,1,325.0,1.0,0.0,False,False,101.37393066081655,444
LZTR1,0.7949353228294693,0.7409939215155279,6,5,184.0,1.0,0.0,False,False,106.4892866339511,445
ZNF24,0.7947177487690568,0.3053724938925061,1,0,201.0,2.0,1.0,False,False,102.65348769058834,446
RLF,0.7946158243874609,0.7099898593211323,12,11,358.0,3.0,2.0,False,False,110.32469719744446,447
SNU13,0.7944038404458797,0.5265907002390137,182,181,179.0,1.0,0.0,False,False,122.82163549003202,448
OGFR,0.7930197162200969,0.705137095937514,1,0,741.0,4.0,3.0,False,False,104.92666561409618,449
C1orf35,0.7927527251121876,0.441384587244563,2,1,267.0,4.0,4.0,False,False,97.60681885529172,450
LANCL2,0.7926732000384332,0.7084210852356023,9,8,862.0,5.0,4.0,False,False,98.7949309002055,451
HMSD,0.7918492640361723,0.827592148190026,2,1,511.0,4.0,4.0,False,False,96.87548206753348,452
