id,num.Resting_Teff,neg|score.Resting_Teff,neg|p-value.Resting_Teff,neg|fdr.Resting_Teff,neg|rank.Resting_Teff,neg|goodsgrna.Resting_Teff,neg|lfc.Resting_Teff,pos|score.Resting_Teff,pos|p-value.Resting_Teff,pos|fdr.Resting_Teff,pos|rank.Resting_Teff,pos|goodsgrna.Resting_Teff,pos|lfc.Resting_Teff,num.Stimulated_Teff,neg|score.Stimulated_Teff,neg|p-value.Stimulated_Teff,neg|fdr.Stimulated_Teff,neg|rank.Stimulated_Teff,neg|goodsgrna.Stimulated_Teff,neg|lfc.Stimulated_Teff,pos|score.Stimulated_Teff,pos|p-value.Stimulated_Teff,pos|fdr.Stimulated_Teff,pos|rank.Stimulated_Teff,pos|goodsgrna.Stimulated_Teff,pos|lfc.Stimulated_Teff,num.Resting_Treg,neg|score.Resting_Treg,neg|p-value.Resting_Treg,neg|fdr.Resting_Treg,neg|rank.Resting_Treg,neg|goodsgrna.Resting_Treg,neg|lfc.Resting_Treg,pos|score.Resting_Treg,pos|p-value.Resting_Treg,pos|fdr.Resting_Treg,pos|rank.Resting_Treg,pos|goodsgrna.Resting_Treg,pos|lfc.Resting_Treg
HOXB7,4,0.22759,0.34497,0.999996,382,2,-0.11711,0.84601,0.84762,0.999996,1040,0,-0.11711,4,0.12977,0.22562,0.999996,285,2,-0.25273,0.89674,0.89751,0.999996,1171,0,-0.25273,4,0.087582,0.19105,0.992746,259,3,-0.12788,0.8291,0.83033,0.999996,1005,1,-0.12788
ZBTB32,4,0.21707,0.33206,0.999996,368,2,-0.064177,0.84619,0.84778,0.999996,1041,0,-0.064177,4,0.93318,0.93347,0.999996,1216,0,0.59299,1.12E-05,5.50E-05,0.004125,18,3,0.59299,4,0.08502,0.18647,0.983723,255,3,-0.11628,0.96465,0.96449,0.999996,1224,0,-0.11628
SREBF1,4,0.31868,0.44422,0.999996,492,1,-0.041119,0.84691,0.84862,0.999996,1042,0,-0.041119,4,0.53942,0.57283,0.999996,717,1,-0.11326,0.32641,0.46044,0.999996,567,1,-0.11326,4,3.98E-04,0.0015793,0.053342,40,3,-0.46179,0.91037,0.91013,0.999996,1138,0,-0.46179
ZNF616,4,0.16629,0.27127,0.999996,308,2,-0.084995,0.84746,0.84914,0.999996,1043,0,-0.084995,4,0.58976,0.60916,0.999996,760,1,0.090681,0.11281,0.20951,0.999996,227,2,0.090681,4,0.29046,0.432,0.999996,492,2,-0.066713,0.81408,0.81743,0.999996,981,1,-0.066713
BHLHE23,4,0.86357,0.86466,0.999996,1088,0,-0.017559,0.84872,0.85032,0.999996,1044,0,-0.017559,4,0.034336,0.08366,0.925662,122,3,-0.25612,0.61095,0.63027,0.999996,799,1,-0.25612,4,0.60941,0.66772,0.999996,750,1,0.12838,0.11742,0.24552,0.999996,295,3,0.12838
DLX3,4,0.054937,0.12655,0.976945,175,3,-0.15239,0.84908,0.8507,0.999996,1045,0,-0.15239,4,0.79025,0.79221,0.999996,1022,0,0.14689,0.079869,0.17058,0.999996,188,2,0.14689,4,0.82613,0.82641,0.999996,977,1,0.040639,0.20484,0.35656,0.999996,417,2,0.040639
ZNF274,4,0.20343,0.31563,0.999996,348,2,-0.069067,0.85104,0.85244,0.999996,1046,0,-0.069067,4,0.087605,0.17392,0.999996,223,2,-0.092944,0.7795,0.78091,0.999996,1008,0,-0.092944,4,0.28587,0.42736,0.999996,487,2,0.049044,0.26852,0.41794,0.999996,482,2,0.049044
OLIG3,4,0.065485,0.1481,0.999996,187,2,-0.12274,0.85157,0.85301,0.999996,1047,0,-0.12274,4,0.99226,0.99263,0.999996,1308,0,0.24153,0.02044,0.054104,0.913676,80,3,0.24153,4,0.90605,0.9058,0.999996,1115,0,0.057035,0.15374,0.30661,0.999996,368,3,0.057035
ZNF419,4,0.58557,0.60689,0.999996,709,1,-0.045048,0.85263,0.85396,0.999996,1048,0,-0.045048,4,0.48774,0.53874,0.999996,677,1,0.1245,0.19322,0.30644,0.999996,348,2,0.1245,4,0.032306,0.084518,0.728101,156,3,-0.14172,0.88013,0.88009,0.999996,1091,0,-0.14172
NKX1-1,4,0.0076989,0.02465,0.462528,72,3,-0.29627,0.8528,0.85411,0.999996,1049,0,-0.29627,4,0.054937,0.12654,0.999996,166,3,-0.25342,0.029632,0.074455,0.999996,97,1,-0.25342,4,0.07274,0.16355,0.956517,230,3,-0.14808,0.48137,0.62679,0.999996,732,1,-0.14808
ZNF669,4,0.74236,0.74284,0.999996,906,0,-0.036403,0.85351,0.85483,0.999996,1050,0,-0.036403,4,0.39004,0.48063,0.999996,606,1,0.01144,0.17158,0.28058,0.999996,315,1,0.01144,4,0.031756,0.083411,0.72702,155,3,-0.15071,0.79719,0.80323,0.999996,961,1,-0.15071
MSX1,4,0.80822,0.81063,0.999996,1003,0,0.008229,0.85368,0.85501,0.999996,1051,0,0.008229,4,0.1023,0.19159,0.999996,246,2,-0.2488,0.84455,0.84635,0.999996,1094,0,-0.2488,4,0.89909,0.89884,0.999996,1105,0,0.046082,0.34159,0.48939,0.999996,565,2,0.046082
HOXD9,4,0.28915,0.41878,0.999996,459,2,-0.054916,0.85403,0.85538,0.999996,1052,0,-0.054916,4,0.40772,0.4906,0.999996,621,1,0.011332,0.28915,0.4193,0.999996,516,2,0.011332,4,0.42061,0.56466,0.999996,642,2,-0.052465,0.55527,0.65928,0.999996,767,1,-0.052465
PRRC2A,4,0.090365,0.1777,0.999996,212,1,-0.060166,0.85455,0.85594,0.999996,1053,0,-0.060166,4,9.69E-04,0.0037926,0.222772,23,4,-0.50177,0.99846,0.99851,0.999996,1336,0,-0.50177,4,0.44655,0.59129,0.999996,670,2,-0.031289,0.71273,0.74218,0.999996,876,1,-0.031289
MYT1L,4,0.52815,0.56615,0.999996,653,1,-0.078341,0.85473,0.85619,0.999996,1054,0,-0.078341,4,0.96272,0.96282,0.999996,1265,0,0.066021,0.33135,0.46285,0.999996,573,1,0.066021,4,0.6406,0.68588,0.999996,774,1,0.02784,0.70599,0.73789,0.999996,870,1,0.02784
SOX14,4,0.84746,0.84914,0.999996,1061,0,-0.022107,0.85577,0.85718,0.999996,1055,0,-0.022107,4,0.91939,0.91948,0.999996,1193,0,7.11E-04,0.55373,0.59009,0.999996,745,1,7.11E-04,4,0.079078,0.17565,0.961859,245,3,-0.13407,0.69155,0.72879,0.999996,858,1,-0.13407
RFX2,4,0.11476,0.2075,0.999996,237,2,-0.11206,0.85646,0.85799,0.999996,1056,0,-0.11206,4,0.74793,0.74875,0.999996,966,0,-0.047225,0.75496,0.75586,0.999996,970,0,-0.047225,4,0.036549,0.09329,0.772489,163,2,-0.11908,0.56724,0.66459,0.999996,776,1,-0.11908
BTNL8,4,0.27616,0.40342,0.999996,447,2,-0.097022,0.85663,0.85818,0.999996,1057,0,-0.097022,4,0.76336,0.7643,0.999996,985,0,0.13873,0.041644,0.09949,0.999996,118,2,0.13873,4,0.92855,0.9284,0.999996,1163,0,0.027732,0.63888,0.69951,0.999996,820,1,0.027732
KLF5,4,0.43182,0.50602,0.999996,573,1,-0.0041638,0.85681,0.8583,0.999996,1058,0,-0.0041638,4,0.94888,0.94908,0.999996,1246,0,0.10837,0.22096,0.33911,0.999996,393,2,0.10837,4,0.055896,0.13141,0.900767,197,3,-0.14836,0.96179,0.96144,0.999996,1218,0,-0.14836
ZBTB49,4,0.012668,0.036405,0.5589,88,2,-0.14424,0.85698,0.85849,0.999996,1059,0,-0.14424,4,0.94248,0.94244,0.999996,1234,0,0.061477,0.27377,0.40116,0.999996,492,1,0.061477,4,0.065493,0.14988,0.928952,217,3,-0.12788,0.90605,0.9058,0.999996,1131,0,-0.12788
E4F1,4,0.30288,0.4355,0.999996,482,2,-0.085782,0.85852,0.85992,0.999996,1060,0,-0.085782,4,0.97659,0.97646,0.999996,1288,0,0.34935,0.0055249,0.019652,0.541827,49,2,0.34935,4,1.63E-04,7.22E-04,0.02709,35,4,-0.35369,0.99984,0.99984,0.999996,1324,0,-0.35369
EGR4,4,0.3751,0.47371,0.999996,532,1,-0.049584,0.85954,0.86094,0.999996,1061,0,-0.049584,4,0.31534,0.44075,0.999996,551,1,0.13953,0.064895,0.1471,0.999996,167,2,0.13953,4,0.98011,0.98004,0.999996,1253,0,0.11998,0.019888,0.061747,0.622543,134,4,0.11998
ATF2,4,0.11944,0.21302,0.999996,245,2,-0.10475,0.86005,0.86145,0.999996,1062,0,-0.10475,4,0.97449,0.97434,0.999996,1285,0,0.17402,0.22457,0.34317,0.999996,400,2,0.17402,4,0.84338,0.84365,0.999996,1006,0,0.13292,0.036859,0.096566,0.817779,158,2,0.13292
CD44,4,0.14755,0.24768,0.999996,284,2,-0.070618,0.86022,0.86159,0.999996,1063,0,-0.070618,4,0.80929,0.81164,0.999996,1048,0,0.044833,0.14755,0.25128,0.999996,281,1,0.044833,4,0.11152,0.23491,0.999996,300,2,-0.045463,0.59908,0.67874,0.999996,792,1,-0.045463
SIX5,4,0.70725,0.70803,0.999996,859,1,-0.06698,0.8609,0.86213,0.999996,1064,0,-0.06698,4,0.77997,0.78149,0.999996,1008,0,0.0020103,0.72621,0.727,0.999996,927,1,0.0020103,4,0.012214,0.03952,0.444926,120,4,-0.23223,0.98779,0.98784,0.999996,1274,0,-0.23223
AHRR,4,0.69438,0.69603,0.999996,842,1,-0.015622,0.8614,0.86262,0.999996,1065,0,-0.015622,4,0.084147,0.1698,0.999996,217,1,-0.15687,0.91679,0.91708,0.999996,1205,0,-0.15687,4,0.37691,0.52012,0.999996,591,2,-0.081963,0.21561,0.36734,0.999996,426,1,-0.081963
ZFHX2,4,0.45893,0.52257,0.999996,590,1,0.0056093,0.86224,0.86344,0.999996,1066,0,0.0056093,4,0.90908,0.90921,0.999996,1181,0,0.15955,0.25319,0.37732,0.999996,452,2,0.15955,4,0.90542,0.90519,0.999996,1114,0,-0.016028,0.20445,0.35616,0.999996,416,1,-0.016028
GLIS1,4,0.30128,0.43357,0.999996,480,2,-0.059901,0.86257,0.86378,0.999996,1067,0,-0.059901,4,0.66183,0.66653,0.999996,843,1,-0.059274,0.70101,0.70362,0.999996,888,1,-0.059274,4,0.73196,0.74556,0.999996,846,1,0.023732,0.81387,0.81729,0.999996,980,1,0.023732
PRDM9,4,0.23519,0.35424,0.999996,395,1,-0.0051825,0.86274,0.86392,0.999996,1068,0,-0.0051825,4,0.1156,0.208,0.999996,263,2,-0.062835,0.80016,0.80195,0.999996,1037,0,-0.062835,4,0.90693,0.90664,0.999996,1120,0,0.097665,0.12281,0.25536,0.999996,304,3,0.097665
STAT2,4,0.71077,0.71171,0.999996,864,1,-0.006959,0.86291,0.86409,0.999996,1069,0,-0.006959,4,8.64E-04,0.0034481,0.221829,21,3,-0.45339,0.96646,0.96661,0.999996,1274,0,-0.45339,4,0.0031554,0.011297,0.23009,66,4,-0.16595,0.99684,0.99682,0.999996,1304,0,-0.16595
RFX4,4,0.47645,0.53293,0.999996,606,1,-0.068276,0.86341,0.86456,0.999996,1070,0,-0.068276,4,0.41814,0.49636,0.999996,630,1,-0.074407,0.88596,0.88705,0.999996,1152,0,-0.074407,4,0.1814,0.32185,0.999996,378,2,-0.015562,0.34028,0.48822,0.999996,564,2,-0.015562
USP22,4,0.01046,0.031194,0.507754,83,3,-0.21963,0.8644,0.86556,0.999996,1071,0,-0.21963,4,0.49708,0.54462,0.999996,687,1,0.28089,0.042117,0.10048,0.999996,122,3,0.28089,4,0.2032,0.34347,0.999996,397,1,1.1789,2.53E-06,3.66E-06,2.48E-04,20,3,1.1789
NFE2L2,4,0.022715,0.058721,0.721197,109,3,-0.18654,0.86539,0.86635,0.999996,1072,0,-0.18654,4,0.74977,0.75062,0.999996,971,0,-0.085703,0.68918,0.69303,0.999996,879,1,-0.085703,4,0.94165,0.94129,0.999996,1181,0,0.019989,0.37867,0.52556,0.999996,609,1,0.019989
TLX3,4,0.94579,0.94579,0.999996,1205,0,0.0065301,0.86605,0.867,0.999996,1073,0,0.0065301,4,0.90611,0.90629,0.999996,1174,0,0.083005,0.17926,0.28984,0.999996,327,1,0.083005,4,0.9004,0.90019,0.999996,1108,0,0.11106,0.14297,0.28918,0.999996,349,2,0.11106
ZNF777,4,0.053547,0.1236,0.973549,171,2,-0.12134,0.86654,0.86745,0.999996,1074,0,-0.12134,4,0.28375,0.41242,0.999996,514,2,0.02592,0.14354,0.2463,0.999996,275,2,0.02592,4,0.0018311,0.0067094,0.148596,61,4,-0.2734,0.99817,0.99803,0.999996,1308,0,-0.2734
MEOX2,4,0.80671,0.80891,0.999996,998,0,-0.043806,0.86686,0.86782,0.999996,1075,0,-0.043806,4,0.64546,0.65296,0.999996,823,1,0.11663,0.15723,0.26305,0.999996,294,2,0.11663,4,0.12649,0.26094,0.999996,332,3,-0.10819,0.81324,0.81671,0.999996,979,1,-0.10819
GSC,4,0.18499,0.29405,0.999996,329,2,-0.050152,0.86703,0.86791,0.999996,1076,0,-0.050152,4,0.3503,0.45898,0.999996,578,1,0.17458,0.12369,0.22252,0.999996,245,2,0.17458,4,0.65045,0.6917,0.999996,781,1,0.13907,0.038895,0.10084,0.825653,165,2,0.13907
ZNF18,4,0.61168,0.62624,0.999996,742,1,-0.061683,0.86849,0.86946,0.999996,1077,0,-0.061683,4,0.35563,0.46166,0.999996,582,1,-0.055098,0.62886,0.64371,0.999996,826,1,-0.055098,4,0.35558,0.49793,0.999996,565,1,0.060916,0.24799,0.39903,0.999996,466,2,0.060916
ZNF880,4,0.68484,0.68708,0.999996,827,1,-0.02796,0.86881,0.86976,0.999996,1078,0,-0.02796,4,0.21749,0.33232,0.999996,417,2,-0.12355,0.96328,0.96336,0.999996,1267,0,-0.12355,4,0.076876,0.17163,0.961859,237,2,-0.10995,0.67627,0.71997,0.999996,844,1,-0.10995
NFYA,4,0.0019516,0.0074496,0.216508,46,3,-0.36922,0.86913,0.87007,0.999996,1079,0,-0.36922,4,0.96119,0.96145,0.999996,1261,0,0.15321,0.40171,0.49891,0.999996,626,1,0.15321,4,0.0076917,0.025852,0.370101,94,3,-0.2715,0.80338,0.80813,0.999996,966,1,-0.2715
IL4,4,0.10607,0.19678,0.999996,229,2,-0.089726,0.86929,0.87023,0.999996,1080,0,-0.089726,4,0.22487,0.34128,0.999996,427,2,-0.013609,0.26892,0.39555,0.999996,480,2,-0.013609,4,0.38216,0.52559,0.999996,594,2,0.018895,0.15936,0.31216,0.999996,375,2,0.018895
ST18,4,0.33952,0.45485,0.999996,504,1,0.010968,0.87058,0.87164,0.999996,1081,0,0.010968,4,0.17918,0.28656,0.999996,365,2,-0.08887,0.85333,0.85464,0.999996,1103,0,-0.08887,4,0.12089,0.25156,0.999996,317,2,-0.10907,0.77895,0.78858,0.999996,943,1,-0.10907
TBX4,4,0.18631,0.29538,0.999996,331,2,-0.061765,0.87201,0.87309,0.999996,1082,0,-0.061765,4,0.25734,0.38048,0.999996,475,2,-0.1032,0.3751,0.48476,0.999996,609,1,-0.1032,4,0.84558,0.84577,0.999996,1010,0,0.055564,0.40352,0.54991,0.999996,636,2,0.055564
RAX2,4,0.26078,0.38473,0.999996,428,2,-0.060186,0.87216,0.87328,0.999996,1083,0,-0.060186,4,0.729,0.72961,0.999996,934,0,0.17014,0.54231,0.58244,0.999996,736,1,0.17014,4,0.90197,0.90191,0.999996,1111,0,0.11524,0.12073,0.25178,0.999996,300,3,0.11524
HOXB9,4,0.028789,0.07211,0.792039,123,2,-0.15606,0.87576,0.87708,0.999996,1084,0,-0.15606,4,0.09518,0.18292,0.999996,237,1,0.017632,0.29106,0.42179,0.999996,520,2,0.017632,4,0.074557,0.16702,0.961859,231,3,-0.11155,0.9736,0.97361,0.999996,1245,0,-0.11155
ZNF260,4,0.73832,0.7388,0.999996,901,0,-0.025956,0.87592,0.87725,0.999996,1085,0,-0.025956,4,0.056122,0.12885,0.999996,171,1,-0.089974,0.48595,0.54694,0.999996,684,1,-0.089974,4,0.98378,0.98379,0.999996,1266,0,0.065878,0.016216,0.051399,0.571604,121,4,0.065878
CDX2,4,0.37197,0.47214,0.999996,529,1,-0.028199,0.87654,0.87786,0.999996,1086,0,-0.028199,4,0.93062,0.9308,0.999996,1211,0,0.30431,0.026797,0.068204,0.982568,93,3,0.30431,4,0.91013,0.90992,0.999996,1127,0,0.046839,0.31308,0.46154,0.999996,538,2,0.046839
ZNF521,4,0.14753,0.24765,0.999996,283,2,-0.080476,0.87761,0.87879,0.999996,1087,0,-0.080476,4,0.8639,0.865,0.999996,1120,0,0.023049,0.20511,0.32016,0.999996,367,1,0.023049,4,0.93897,0.93874,0.999996,1176,0,0.070943,0.12056,0.25142,0.999996,299,3,0.070943
ZNF317,4,0.002059,0.0078526,0.216508,49,3,-0.2474,0.87868,0.87974,0.999996,1088,0,-0.2474,4,0.28248,0.41102,0.999996,511,2,-0.0014793,0.24252,0.36487,0.999996,434,2,-0.0014793,4,0.32526,0.46765,0.999996,528,1,0.1264,0.086438,0.19055,0.999996,249,3,0.1264
ZNF3,4,0.5201,0.56071,0.999996,648,1,-0.059935,0.87898,0.88006,0.999996,1089,0,-0.059935,4,0.78841,0.7902,0.999996,1020,0,-0.057001,0.8805,0.88162,0.999996,1144,0,-0.057001,4,0.91241,0.91218,0.999996,1132,0,0.024061,0.22604,0.37723,0.999996,443,2,0.024061
HSF1,4,0.14699,0.24697,0.999996,282,2,-0.084976,0.87914,0.88024,0.999996,1090,0,-0.084976,4,0.68515,0.68719,0.999996,872,1,-0.028999,0.068812,0.15443,0.999996,175,1,-0.028999,4,0.58012,0.65277,0.999996,732,1,-0.040964,0.72808,0.75213,0.999996,889,1,-0.040964
HSF5,4,0.049088,0.11481,0.945816,164,2,-0.13305,0.88019,0.88137,0.999996,1091,0,-0.13305,4,0.46543,0.52535,0.999996,662,1,-0.11781,0.98291,0.98302,0.999996,1308,0,-0.11781,4,0.65213,0.69262,0.999996,783,1,0.029752,0.78741,0.79534,0.999996,951,1,0.029752
GZMA,4,0.37562,0.47403,0.999996,533,1,-0.050475,0.88065,0.88176,0.999996,1092,0,-0.050475,4,0.85577,0.85718,0.999996,1111,0,0.35779,0.026727,0.068013,0.982568,91,3,0.35779,4,0.81261,0.81354,0.999996,950,1,0.065483,0.24614,0.39719,0.999996,464,2,0.065483
EBF1,4,0.39463,0.48476,0.999996,547,1,-0.037637,0.88244,0.88361,0.999996,1093,0,-0.037637,4,0.83518,0.83711,0.999996,1083,0,0.027286,0.40019,0.49816,0.999996,624,1,0.027286,4,0.93969,0.93952,0.999996,1177,0,0.048886,0.6807,0.72244,0.999996,850,1,0.048886
MAFA,4,0.65555,0.66164,0.999996,787,1,0.012437,0.88274,0.88382,0.999996,1094,0,0.012437,4,0.047717,0.11189,0.994496,152,3,-0.30349,0.8528,0.85411,0.999996,1101,0,-0.30349,4,0.096136,0.20707,0.999996,275,3,-0.13883,0.93176,0.93166,0.999996,1168,0,-0.13883
MICA,4,0.93568,0.93595,0.999996,1192,0,0.010554,0.88288,0.88395,0.999996,1095,0,0.010554,4,0.8248,0.82711,0.999996,1070,0,0.13976,0.24243,0.36477,0.999996,433,2,0.13976,4,0.98141,0.98129,0.999996,1257,0,0.089656,0.018589,0.058215,0.60037,131,4,0.089656
ZNF232,4,0.80714,0.80935,0.999996,999,0,-0.035002,0.88377,0.88478,0.999996,1096,0,-0.035002,4,0.90434,0.90467,0.999996,1170,0,0.29626,0.029555,0.074323,0.999996,96,3,0.29626,4,0.37087,0.51402,0.999996,581,1,0.017271,0.79246,0.79962,0.999996,955,1,0.017271
ZNF121,4,0.24498,0.36606,0.999996,408,2,-0.06396,0.88392,0.88491,0.999996,1097,0,-0.06396,4,0.27049,0.39642,0.999996,490,2,-0.12885,0.19949,0.31324,0.999996,359,1,-0.12885,4,0.26508,0.40627,0.999996,464,2,-0.062065,0.7377,0.75861,0.999996,901,1,-0.062065
UNCX,4,0.8667,0.8676,0.999996,1095,0,0.026863,0.88436,0.88529,0.999996,1098,0,0.026863,4,0.83709,0.83885,0.999996,1088,0,0.079881,0.62815,0.64308,0.999996,825,1,0.079881,4,0.41709,0.56098,0.999996,639,1,0.057185,0.21016,0.3621,0.999996,421,2,0.057185
ZNF28,4,0.43279,0.50653,0.999996,575,1,-0.042172,0.88494,0.8859,0.999996,1099,0,-0.042172,4,0.14646,0.246,0.999996,307,2,-0.18112,0.66737,0.67443,0.999996,860,1,-0.18112,4,0.91037,0.91013,0.999996,1128,0,-0.014379,0.94884,0.9485,0.999996,1201,0,-0.014379
EGFP,13,0.72704,0.87776,0.999996,885,2,-0.065208,0.8853,0.94261,0.999996,1100,2,-0.065208,13,0.1166,0.319,0.999996,264,4,-0.038006,0.40713,0.67009,0.999996,632,4,-0.038006,13,2.90E-06,4.03E-05,0.002178,22,10,-0.48105,0.36758,0.68514,0.999996,597,2,-0.48105
TGIF1,4,0.086594,0.17315,0.999996,207,2,-0.12889,0.88553,0.8866,0.999996,1101,0,-0.12889,4,0.081584,0.16672,0.999996,213,2,-0.25628,0.98857,0.989,0.999996,1316,0,-0.25628,4,0.35398,0.49632,0.999996,563,2,-0.071416,0.91383,0.91364,0.999996,1143,0,-0.071416
HMX1,4,0.73038,0.73098,0.999996,890,0,-0.05395,0.88596,0.88705,0.999996,1102,0,-0.05395,4,0.60619,0.62161,0.999996,777,1,-0.027156,0.84326,0.84512,0.999996,1093,0,-0.027156,4,0.82171,0.8221,0.999996,965,1,0.053826,0.86217,0.86228,0.999996,1054,0,0.053826
SRY,4,0.033039,0.080897,0.834291,131,3,-0.16933,0.88611,0.88715,0.999996,1103,0,-0.16933,4,0.092431,0.17969,0.999996,230,1,0.084536,0.06063,0.13819,0.999996,155,2,0.084536,4,0.96596,0.96563,0.999996,1217,0,0.058945,0.32924,0.47754,0.999996,553,2,0.058945
ZNF667,4,0.5128,0.55584,0.999996,640,1,-0.02955,0.88784,0.88893,0.999996,1104,0,-0.02955,4,0.59466,0.6129,0.999996,763,1,-0.09699,0.96932,0.96933,0.999996,1280,0,-0.09699,4,0.60464,0.66517,0.999996,744,1,0.084388,0.10309,0.22066,0.999996,274,3,0.084388
IRX5,4,0.14593,0.24575,0.999996,281,2,-0.084281,0.88955,0.89067,0.999996,1105,0,-0.084281,4,0.60139,0.61806,0.999996,771,1,-0.0016029,0.29279,0.42397,0.999996,524,1,-0.0016029,4,0.6116,0.66892,0.999996,753,1,0.027274,0.83702,0.83767,0.999996,1011,1,0.027274
SP2,4,0.028373,0.071194,0.788387,122,2,-0.15972,0.88969,0.89079,0.999996,1106,0,-0.15972,4,0.92367,0.92401,0.999996,1200,0,0.056539,0.12768,0.22751,0.999996,250,1,0.056539,4,0.0031281,0.011194,0.23009,65,3,-0.29297,0.97099,0.97091,0.999996,1236,0,-0.29297
FOXE1,4,0.2945,0.42539,0.999996,470,1,-0.018822,0.8904,0.89157,0.999996,1107,0,-0.018822,4,0.27203,0.39825,0.999996,494,2,-0.090633,0.67572,0.68144,0.999996,866,1,-0.090633,4,0.45418,0.59516,0.999996,672,1,0.015226,0.5327,0.65007,0.999996,756,1,0.015226
NR2C1,4,0.012007,0.034866,0.541425,87,2,-0.16438,0.89054,0.89172,0.999996,1108,0,-0.16438,4,0.086915,0.17297,0.999996,221,1,0.14851,0.23122,0.35123,0.999996,413,2,0.14851,4,0.13877,0.27761,0.999996,344,2,-0.10754,0.86631,0.86631,0.999996,1065,0,-0.10754
ZNF695,4,0.37249,0.47251,0.999996,530,1,-0.032747,0.89082,0.89201,0.999996,1109,0,-0.032747,4,0.2828,0.4114,0.999996,512,2,-0.13101,0.73724,0.7377,0.999996,944,1,-0.13101,4,0.71792,0.73545,0.999996,831,1,-0.0071584,0.59082,0.67546,0.999996,790,1,-0.0071584
HDX,4,0.83345,0.8356,0.999996,1040,0,-0.024041,0.89096,0.89212,0.999996,1110,0,-0.024041,4,0.15082,0.25151,0.999996,319,2,-0.14278,0.66051,0.66871,0.999996,855,1,-0.14278,4,0.90184,0.90177,0.999996,1110,0,0.047971,0.38774,0.53433,0.999996,621,2,0.047971
ZNF649,4,0.73533,0.73582,0.999996,895,0,-0.049698,0.89319,0.89417,0.999996,1111,0,-0.049698,4,0.063248,0.14359,0.999996,184,3,-0.21544,0.97802,0.97797,0.999996,1299,0,-0.21544,4,0.26143,0.40268,0.999996,461,2,-0.046384,0.90249,0.90233,0.999996,1123,0,-0.046384
ZNF492,4,0.018881,0.050146,0.666812,101,2,-0.24578,0.89388,0.89482,0.999996,1112,0,-0.24578,4,0.054069,0.12461,0.999996,164,3,-0.31084,0.76636,0.76733,0.999996,989,0,-0.31084,4,0.23817,0.37978,0.999996,433,2,0.0040165,0.21223,0.36413,0.999996,425,2,0.0040165
TCF21,4,0.003805,0.01384,0.304935,61,2,-0.17035,0.89402,0.89495,0.999996,1113,0,-0.17035,4,0.91199,0.91221,0.999996,1183,0,0.0098775,0.47371,0.53974,0.999996,678,1,0.0098775,4,0.054257,0.1282,0.89556,193,3,-0.15228,0.90643,0.90618,0.999996,1132,0,-0.15228
E2F5,4,0.87654,0.87786,0.999996,1110,0,3.76E-04,0.8947,0.8957,0.999996,1114,0,3.76E-04,4,0.69163,0.69313,0.999996,882,1,0.073433,0.25615,0.38049,0.999996,456,1,0.073433,4,0.41207,0.55597,0.999996,630,2,0.0035816,0.33606,0.48454,0.999996,558,2,0.0035816
ZNF350,4,0.15614,0.25851,0.999996,296,2,-0.083245,0.89484,0.89582,0.999996,1115,0,-0.083245,4,0.88582,0.88687,0.999996,1143,0,0.13285,0.26578,0.3917,0.999996,473,2,0.13285,4,0.026713,0.073209,0.67283,147,3,-0.14198,0.54142,0.65364,0.999996,761,1,-0.14198
PROP1,4,0.75264,0.7534,0.999996,920,0,-0.044606,0.89498,0.89589,0.999996,1116,0,-0.044606,4,0.70577,0.70655,0.999996,897,1,0.092484,0.28978,0.42012,0.999996,517,2,0.092484,4,0.18282,0.32339,0.999996,379,2,-0.03255,0.28715,0.4363,0.999996,504,2,-0.03255
GPANK1,4,0.23762,0.35715,0.999996,397,2,-0.051284,0.89525,0.89613,0.999996,1117,0,-0.051284,4,0.0036447,0.01332,0.480316,36,3,-0.56876,0.9894,0.98967,0.999996,1318,0,-0.56876,4,0.90829,0.90807,0.999996,1125,0,0.19046,0.022213,0.06698,0.655725,138,3,0.19046
ZNF548,4,0.27426,0.40089,0.999996,442,2,-0.061108,0.89552,0.89644,0.999996,1118,0,-0.061108,4,0.96001,0.96017,0.999996,1259,0,0.087592,0.71483,0.71634,0.999996,905,1,0.087592,4,0.5352,0.6312,0.999996,706,1,0.026356,0.18939,0.34221,0.999996,404,1,0.026356
ZNF432,4,0.34708,0.45897,0.999996,510,1,-0.065516,0.8962,0.89696,0.999996,1119,0,-0.065516,4,0.70161,0.70267,0.999996,894,1,0.0083853,0.12434,0.22333,0.999996,246,1,0.0083853,4,0.37067,0.51384,0.999996,580,2,-0.054001,0.96631,0.96598,0.999996,1229,0,-0.054001
FOXK2,4,0.66412,0.66893,0.999996,799,1,-0.070084,0.89835,0.89902,0.999996,1120,0,-0.070084,4,0.1606,0.26359,0.999996,330,1,0.0061641,0.85351,0.85483,0.999996,1104,0,0.0061641,4,0.078578,0.17473,0.961859,242,2,-0.035411,0.86417,0.86417,0.999996,1060,0,-0.035411
LIN54,4,0.14426,0.24353,0.999996,279,1,-0.064013,0.89875,0.89948,0.999996,1121,0,-0.064013,4,0.2285,0.34583,0.999996,432,2,-0.20072,0.34815,0.47125,0.999996,586,1,-0.20072,4,0.027564,0.075049,0.679571,149,3,-0.16768,0.58434,0.67229,0.999996,785,1,-0.16768
