id,num.Resting_Teff,neg|score.Resting_Teff,neg|p-value.Resting_Teff,neg|fdr.Resting_Teff,neg|rank.Resting_Teff,neg|goodsgrna.Resting_Teff,neg|lfc.Resting_Teff,pos|score.Resting_Teff,pos|p-value.Resting_Teff,pos|fdr.Resting_Teff,pos|rank.Resting_Teff,pos|goodsgrna.Resting_Teff,pos|lfc.Resting_Teff,num.Stimulated_Teff,neg|score.Stimulated_Teff,neg|p-value.Stimulated_Teff,neg|fdr.Stimulated_Teff,neg|rank.Stimulated_Teff,neg|goodsgrna.Stimulated_Teff,neg|lfc.Stimulated_Teff,pos|score.Stimulated_Teff,pos|p-value.Stimulated_Teff,pos|fdr.Stimulated_Teff,pos|rank.Stimulated_Teff,pos|goodsgrna.Stimulated_Teff,pos|lfc.Stimulated_Teff,num.Resting_Treg,neg|score.Resting_Treg,neg|p-value.Resting_Treg,neg|fdr.Resting_Treg,neg|rank.Resting_Treg,neg|goodsgrna.Resting_Treg,neg|lfc.Resting_Treg,pos|score.Resting_Treg,pos|p-value.Resting_Treg,pos|fdr.Resting_Treg,pos|rank.Resting_Treg,pos|goodsgrna.Resting_Treg,pos|lfc.Resting_Treg
NEUROG2,4,0.86752,0.86848,0.999996,1098,0,0.060958,0.22126,0.33792,0.999996,377,2,0.060958,4,0.69468,0.696,0.999996,884,1,-0.1069,0.50804,0.56051,0.999996,702,1,-0.1069,4,0.96613,0.96576,0.999996,1218,0,0.063817,0.39037,0.53692,0.999996,623,2,0.063817
GZF1,4,0.84782,0.84943,0.999996,1062,0,0.050094,0.22241,0.33923,0.999996,378,1,0.050094,4,0.96365,0.96379,0.999996,1269,0,0.44031,0.0017975,0.0069072,0.233292,40,3,0.44031,4,0.25492,0.39632,0.999996,456,2,-0.081164,0.8645,0.86446,0.999996,1061,0,-0.081164
TFDP3,4,0.17495,0.28144,0.999996,319,2,-0.030105,0.22276,0.33952,0.999996,379,2,-0.030105,4,0.95371,0.95392,0.999996,1249,0,0.26269,0.055924,0.12853,0.999996,148,3,0.26269,4,0.26727,0.40837,0.999996,468,2,-0.031898,0.6256,0.69236,0.999996,817,1,-0.031898
ZNF696,4,0.54108,0.57494,0.999996,667,1,0.057162,0.22638,0.34402,0.999996,380,2,0.057162,4,0.42843,0.50265,0.999996,640,1,0.0042246,0.46451,0.5348,0.999996,669,1,0.0042246,4,0.20455,0.34471,0.999996,399,2,-0.12536,0.44138,0.58688,0.999996,682,1,-0.12536
RXRG,4,0.25437,0.37731,0.999996,422,1,-0.0032539,0.2273,0.34523,0.999996,381,1,-0.0032539,4,0.38132,0.47563,0.999996,600,1,0.065023,0.24722,0.37035,0.999996,441,1,0.065023,4,0.093041,0.20112,0.999996,269,2,-0.086195,0.36563,0.51254,0.999996,595,1,-0.086195
LBX2,4,0.67857,0.68147,0.999996,820,1,0.075254,0.22789,0.34581,0.999996,382,2,0.075254,4,0.086594,0.17258,0.999996,219,2,-0.24301,0.9526,0.95272,0.999996,1251,0,-0.24301,4,0.3999,0.54391,0.999996,613,2,0.014007,0.24984,0.40065,0.999996,468,2,0.014007
TBX10,4,0.90598,0.90615,0.999996,1147,0,0.018811,0.2279,0.34581,0.999996,383,1,0.018811,4,0.9369,0.93704,0.999996,1221,0,0.15988,0.24129,0.36345,0.999996,431,2,0.15988,4,0.99888,0.99878,0.999996,1308,0,0.20109,0.0011216,0.004181,0.104602,54,4,0.20109
TCF7L1,4,0.48864,0.54043,0.999996,616,1,0.059024,0.22819,0.34624,0.999996,384,2,0.059024,4,0.052575,0.12155,0.999996,161,2,-0.28019,0.90138,0.90195,0.999996,1177,0,-0.28019,4,0.37198,0.51516,0.999996,584,2,-0.052746,0.50448,0.63846,0.999996,741,1,-0.052746
CXCL10,4,0.91598,0.91635,0.999996,1167,0,0.04658,0.22851,0.34659,0.999996,385,1,0.04658,4,0.83595,0.83773,0.999996,1085,0,0.057549,0.32221,0.45798,0.999996,564,2,0.057549,4,0.73361,0.74679,0.999996,848,1,-0.022289,0.6249,0.69197,0.999996,816,1,-0.022289
ZBTB7C,4,0.67667,0.67986,0.999996,817,1,0.05643,0.2288,0.347,0.999996,386,2,0.05643,4,0.9177,0.91795,0.999996,1191,0,0.036475,0.82779,0.82996,0.999996,1069,0,0.036475,4,0.8419,0.84226,0.999996,1002,0,0.15,0.10853,0.2304,0.999996,283,3,0.15
SOX17,4,0.8904,0.89157,0.999996,1125,0,0.072012,0.23092,0.34957,0.999996,387,2,0.072012,4,0.022593,0.058325,0.831823,91,2,-0.25519,0.88244,0.88361,0.999996,1146,0,-0.25519,4,0.36773,0.51085,0.999996,576,1,0.017522,0.77583,0.78611,0.999996,937,1,0.017522
BTN3A1,4,0.66117,0.66638,0.999996,794,1,-0.0051144,0.23153,0.35024,0.999996,388,2,-0.0051144,4,0.0071051,0.023228,0.592098,53,3,-0.37231,0.22179,0.34005,0.999996,395,1,-0.37231,4,0.82593,0.82612,0.999996,976,1,0.075314,0.11229,0.2369,0.999996,289,3,0.075314
KLF4,4,0.80214,0.80404,0.999996,994,0,0.028422,0.23155,0.35027,0.999996,389,1,0.028422,4,0.84997,0.85144,0.999996,1106,0,0.077335,0.32156,0.45725,0.999996,563,2,0.077335,4,0.85553,0.85594,0.999996,1030,0,0.056419,0.31114,0.45955,0.999996,533,2,0.056419
ZNF883,4,0.86106,0.86227,0.999996,1083,0,0.039547,0.23183,0.35058,0.999996,390,2,0.039547,4,0.23884,0.35845,0.999996,445,2,-0.064299,0.65688,0.6658,0.999996,849,1,-0.064299,4,0.91348,0.91327,0.999996,1136,0,0.041121,0.24583,0.39698,0.999996,463,2,0.041121
GATA1,4,0.24961,0.37162,0.999996,412,2,-0.091053,0.23216,0.35095,0.999996,391,1,-0.091053,4,0.67572,0.67884,0.999996,860,1,0.0025117,0.80649,0.80864,0.999996,1045,0,0.0025117,4,0.32826,0.47077,0.999996,533,2,0.049479,0.096231,0.20847,0.999996,264,2,0.049479
HOXD1,4,0.92632,0.92668,0.999996,1180,0,0.060555,0.23459,0.35394,0.999996,392,1,0.060555,4,0.68546,0.68752,0.999996,873,1,-0.054086,0.74182,0.74231,0.999996,953,0,-0.054086,4,0.38332,0.52666,0.999996,596,1,0.049189,0.37166,0.51861,0.999996,602,2,0.049189
CREB3L1,4,0.83954,0.84137,0.999996,1053,0,0.078674,0.23487,0.35438,0.999996,393,2,0.078674,4,0.99299,0.99333,0.999996,1310,0,0.14853,0.064922,0.14715,0.999996,168,3,0.14853,4,0.18083,0.32117,0.999996,377,2,-0.086563,0.81658,0.81956,0.999996,983,1,-0.086563
ZNF34,4,0.085714,0.17211,0.999996,206,2,-0.067742,0.2358,0.35557,0.999996,394,1,-0.067742,4,0.031078,0.076947,0.913134,113,2,-0.11049,0.28707,0.41679,0.999996,511,1,-0.11049,4,0.1034,0.22036,0.999996,288,3,-0.1232,0.46119,0.60662,0.999996,702,1,-0.1232
HOXC12,4,0.7708,0.77177,0.999996,946,0,0.085632,0.23701,0.35699,0.999996,395,2,0.085632,4,0.12926,0.22504,0.999996,282,2,-0.23092,0.60472,0.62599,0.999996,794,1,-0.23092,4,0.25821,0.39944,0.999996,458,2,-0.069915,0.94121,0.9409,0.999996,1185,0,-0.069915
LHX3,4,0.61132,0.62603,0.999996,741,1,0.070714,0.23731,0.35729,0.999996,396,2,0.070714,4,0.38646,0.47856,0.999996,604,1,0.011625,0.79838,0.80032,0.999996,1035,0,0.011625,4,0.26477,0.40597,0.999996,463,2,-0.0081453,0.33378,0.48222,0.999996,557,2,-0.0081453
VENTX,4,0.94134,0.94136,0.999996,1202,0,0.086888,0.23762,0.35763,0.999996,397,2,0.086888,4,0.28438,0.41316,0.999996,516,2,-0.11638,0.83822,0.84,0.999996,1081,0,-0.11638,4,0.44556,0.59019,0.999996,668,2,0.026356,0.13232,0.27133,0.999996,324,2,0.026356
KLF6,4,0.46126,0.52394,0.999996,592,1,0.0040345,0.23821,0.3583,0.999996,398,1,0.0040345,4,0.47599,0.53148,0.999996,671,1,0.06583,0.50061,0.55574,0.999996,697,1,0.06583,4,0.82292,0.82332,0.999996,968,1,0.37913,2.42E-04,0.001015,0.028568,48,3,0.37913
ZNF146,4,0.90573,0.90595,0.999996,1146,0,0.068501,0.23823,0.35832,0.999996,399,2,0.068501,4,0.1806,0.28831,0.999996,367,2,-0.097769,0.85525,0.85671,0.999996,1107,0,-0.097769,4,0.2403,0.38192,0.999996,435,2,-0.072552,0.64436,0.70253,0.999996,822,1,-0.072552
TCFL5,4,0.9323,0.93249,0.999996,1188,0,0.083606,0.23884,0.35911,0.999996,400,2,0.083606,4,0.12835,0.22389,0.999996,280,1,-0.0663,0.89222,0.89317,0.999996,1162,0,-0.0663,4,0.99465,0.99461,0.999996,1290,0,0.20606,0.0053525,0.01834,0.304214,81,4,0.20606
ZNF460,4,0.61711,0.63027,0.999996,748,1,-0.040885,0.24062,0.36141,0.999996,401,1,-0.040885,4,0.89647,0.89724,0.999996,1155,0,-0.017619,0.93211,0.93228,0.999996,1225,0,-0.017619,4,0.94217,0.94175,0.999996,1182,0,0.052871,0.45833,0.60389,0.999996,698,2,0.052871
IL23R,4,0.85455,0.85594,0.999996,1075,0,0.045269,0.24129,0.36227,0.999996,402,2,0.045269,4,0.31646,0.44127,0.999996,553,1,0.016219,0.2273,0.34663,0.999996,405,1,0.016219,4,0.26672,0.40799,0.999996,467,2,-0.036794,0.77607,0.78633,0.999996,938,1,-0.036794
POU2AF1,4,0.40221,0.48883,0.999996,557,1,0.066425,0.2416,0.36259,0.999996,403,2,0.066425,4,0.0055379,0.019674,0.553733,48,2,-0.25926,0.91175,0.91194,0.999996,1196,0,-0.25926,4,0.80163,0.80295,0.999996,938,1,-0.060306,0.94173,0.94137,0.999996,1187,0,-0.060306
MYCN,4,0.62355,0.63547,0.999996,756,1,0.084664,0.24221,0.36339,0.999996,404,2,0.084664,4,0.66444,0.66891,0.999996,847,1,0.025715,0.49576,0.55281,0.999996,695,1,0.025715,4,0.353,0.49538,0.999996,560,2,-0.094965,0.27373,0.4229,0.999996,488,1,-0.094965
ZNF429,4,0.74951,0.75042,0.999996,916,0,0.033319,0.24283,0.36409,0.999996,405,2,0.033319,4,0.78305,0.78469,0.999996,1011,0,-0.086283,0.94719,0.94736,0.999996,1241,0,-0.086283,4,0.5492,0.63787,0.999996,713,1,-0.048176,0.74335,0.76227,0.999996,906,1,-0.048176
MEF2B,4,0.039067,0.09362,0.872277,145,2,-0.080509,0.24314,0.36432,0.999996,406,2,-0.080509,4,0.028184,0.070681,0.876056,109,2,-0.34246,0.6773,0.68256,0.999996,868,1,-0.34246,4,0.32664,0.46918,0.999996,530,2,-0.06778,0.31139,0.4599,0.999996,534,1,-0.06778
RFX5,4,0.60766,0.62351,0.999996,737,1,-0.0027381,0.24423,0.36567,0.999996,407,1,-0.0027381,4,0.29936,0.43132,0.999996,540,2,-0.19868,0.21008,0.32597,0.999996,374,1,-0.19868,4,0.99855,0.99835,0.999996,1306,0,0.18848,0.0014466,0.0053682,0.127931,56,4,0.18848
SKOR1,4,0.70666,0.7075,0.999996,857,1,0.089006,0.24436,0.36584,0.999996,408,2,0.089006,4,0.60913,0.62382,0.999996,781,1,-0.015044,0.65087,0.66102,0.999996,845,1,-0.015044,4,0.44228,0.58688,0.999996,664,2,-0.054765,0.87709,0.87708,0.999996,1084,0,-0.054765
KLF7,4,0.42453,0.50177,0.999996,567,1,0.0056637,0.24467,0.36617,0.999996,409,2,0.0056637,4,0.25891,0.38229,0.999996,477,2,-0.10342,0.72255,0.72344,0.999996,921,1,-0.10342,4,0.98982,0.98974,0.999996,1279,0,0.20029,0.01018,0.0334,0.455796,99,4,0.20029
ZFP82,4,0.46404,0.52564,0.999996,596,1,0.073975,0.24498,0.36651,0.999996,410,2,0.073975,4,0.9726,0.97273,0.999996,1280,0,0.16978,0.058155,0.13304,0.999996,154,3,0.16978,4,0.98236,0.98226,0.999996,1259,0,0.12992,0.017639,0.05554,0.58412,128,4,0.12992
ZNF7,4,0.15235,0.25379,0.999996,290,2,-0.045361,0.24603,0.36767,0.999996,411,1,-0.045361,4,0.19438,0.30471,0.999996,386,2,-0.17158,0.93022,0.93039,0.999996,1224,0,-0.17158,4,0.98015,0.98008,0.999996,1254,0,0.10957,0.019849,0.061638,0.622543,133,4,0.10957
IL21,4,0.6706,0.67451,0.999996,809,1,0.071178,0.24621,0.36792,0.999996,412,2,0.071178,4,0.31367,0.43986,0.999996,550,1,0.018091,0.11154,0.20808,0.999996,224,1,0.018091,4,0.98911,0.98905,0.999996,1278,0,0.10172,0.010886,0.035394,0.473434,101,4,0.10172
ZNF316,4,0.30583,0.43761,0.999996,485,1,0.0025794,0.24714,0.36917,0.999996,413,2,0.0025794,4,0.84691,0.84862,0.999996,1100,0,0.12068,0.3519,0.47295,0.999996,589,1,0.12068,4,0.84521,0.84545,0.999996,1008,0,0.099571,0.081535,0.18159,0.999996,237,3,0.099571
RBAK,4,0.11425,0.20685,0.999996,236,1,0.096316,0.2493,0.37168,0.999996,414,2,0.096316,4,0.17607,0.2825,0.999996,362,2,-0.1062,0.60139,0.62356,0.999996,789,1,-0.1062,4,0.82353,0.82384,0.999996,969,1,0.052624,0.18168,0.33467,0.999996,396,2,0.052624
NR1I3,4,0.13633,0.23384,0.999996,267,1,-0.057068,0.24961,0.37203,0.999996,415,1,-0.057068,4,0.27238,0.39862,0.999996,495,2,-0.12408,0.64033,0.65236,0.999996,834,1,-0.12408,4,0.79964,0.80113,0.999996,934,1,0.018615,0.71504,0.74373,0.999996,878,1,0.018615
GLI1,4,0.073013,0.15695,0.999996,196,1,0.017933,0.25146,0.37428,0.999996,416,2,0.017933,4,0.80389,0.80586,0.999996,1044,0,0.0231,0.77542,0.77683,0.999996,1004,0,0.0231,4,0.79063,0.7934,0.999996,917,1,-0.026619,0.82008,0.82244,0.999996,984,1,-0.026619
ZIM3,4,0.98166,0.98185,0.999996,1266,0,0.092726,0.25208,0.37502,0.999996,417,2,0.092726,4,0.59916,0.61648,0.999996,770,1,-0.14516,0.66444,0.67199,0.999996,858,1,-0.14516,4,0.78061,0.78445,0.999996,908,1,-0.059114,0.85726,0.85766,0.999996,1045,0,-0.059114
HOXA9,4,0.90933,0.9095,0.999996,1156,0,0.064867,0.25259,0.37566,0.999996,418,1,0.064867,4,0.66963,0.67334,0.999996,850,1,0.18995,0.056256,0.12922,0.999996,149,3,0.18995,4,0.021355,0.061909,0.593673,140,3,-0.21392,0.83816,0.83893,0.999996,1014,1,-0.21392
BARX2,4,0.57242,0.59748,0.999996,694,1,0.092893,0.2527,0.37576,0.999996,419,2,0.092893,4,0.12243,0.21634,0.999996,273,2,-0.19438,0.96599,0.9662,0.999996,1272,0,-0.19438,4,0.57818,0.65186,0.999996,731,1,0.14951,0.054622,0.13117,0.956187,184,3,0.14951
ESX1,4,0.86039,0.86178,0.999996,1080,0,0.10341,0.25301,0.37612,0.999996,420,2,0.10341,4,0.9436,0.94356,0.999996,1237,0,0.07355,0.84473,0.84653,0.999996,1095,0,0.07355,4,0.078943,0.17538,0.961859,244,3,-0.14486,0.9735,0.97351,0.999996,1244,0,-0.14486
AGER,4,0.92313,0.92357,0.999996,1174,0,0.043005,0.25319,0.37634,0.999996,421,1,0.043005,4,0.84048,0.84225,0.999996,1089,0,0.025334,0.26206,0.38749,0.999996,465,1,0.025334,4,0.92405,0.92379,0.999996,1154,0,0.07687,0.13903,0.28235,0.999996,341,2,0.07687
NR4A3,4,0.16513,0.2698,0.999996,307,1,-0.0032882,0.25378,0.37691,0.999996,422,1,-0.0032882,4,0.99985,0.99988,0.999996,1333,0,0.70106,2.61E-05,8.43E-05,0.005176,22,4,0.70106,4,0.23328,0.37471,0.999996,427,2,-0.038949,0.83985,0.84058,0.999996,1017,1,-0.038949
ZNF713,4,0.87592,0.87725,0.999996,1109,0,0.06847,0.25425,0.37753,0.999996,423,2,0.06847,4,0.80693,0.80913,0.999996,1046,0,0.03631,0.83576,0.83761,0.999996,1080,0,0.03631,4,0.91229,0.91208,0.999996,1131,0,0.025217,0.84484,0.84515,0.999996,1023,1,0.025217
HINFP,4,0.6582,0.6639,0.999996,790,1,0.032102,0.25556,0.37903,0.999996,424,1,0.032102,4,0.045251,0.10713,0.981369,145,3,-0.48162,0.96964,0.96963,0.999996,1282,0,-0.48162,4,0.010062,0.033122,0.410528,109,4,-0.17701,0.98994,0.98986,0.999996,1282,0,-0.17701
DMRTC2,4,0.50149,0.54852,0.999996,630,1,0.049452,0.25611,0.37953,0.999996,425,2,0.049452,4,0.0071029,0.023221,0.592098,52,3,-0.42824,0.89484,0.89582,0.999996,1169,0,-0.42824,4,6.87E-04,0.0026127,0.078455,44,4,-0.31841,0.99931,0.9993,0.999996,1320,0,-0.31841
ZNF485,4,0.83307,0.83523,0.999996,1039,0,0.067382,0.25734,0.38099,0.999996,426,2,0.067382,4,0.92335,0.92371,0.999996,1199,0,0.2122,0.046721,0.11023,0.999996,133,3,0.2122,4,0.77607,0.78051,0.999996,903,1,0.081146,0.15827,0.31113,0.999996,373,2,0.081146
ZBTB11,4,0.61313,0.62739,0.999996,744,1,0.033989,0.25736,0.381,0.999996,427,2,0.033989,4,0.85732,0.85882,0.999996,1113,0,0.086274,0.44001,0.52049,0.999996,658,1,0.086274,4,0.66208,0.69855,0.999996,793,1,0.017648,0.40385,0.55019,0.999996,638,2,0.017648
SPZ1,4,0.19005,0.29991,0.999996,337,1,0.086699,0.25798,0.38178,0.999996,428,2,0.086699,4,0.57903,0.60125,0.999996,746,1,0.092233,0.7031,0.70549,0.999996,892,1,0.092233,4,0.68724,0.71447,0.999996,808,1,0.025241,0.39333,0.53996,0.999996,627,2,0.025241
ZNF660,4,0.24303,0.36377,0.999996,405,1,0.034226,0.25911,0.38301,0.999996,429,1,0.034226,4,0.24363,0.36435,0.999996,452,1,0.007381,0.10202,0.19646,0.999996,213,1,0.007381,4,0.96891,0.96897,0.999996,1225,0,0.067791,0.12809,0.26421,0.999996,317,3,0.067791
CD1C,4,0.058949,0.13465,0.999996,181,3,-0.15664,0.2597,0.38386,0.999996,430,1,-0.15664,4,0.75625,0.75703,0.999996,977,0,0.013264,0.62462,0.64038,0.999996,819,1,0.013264,4,0.7799,0.78384,0.999996,906,1,0.0085475,0.7051,0.73732,0.999996,869,1,0.0085475
HOXD11,4,0.59579,0.61451,0.999996,722,1,0.031324,0.26078,0.38505,0.999996,431,2,0.031324,4,0.7356,0.73608,0.999996,945,0,-0.054908,0.29962,0.43195,0.999996,528,1,-0.054908,4,0.34756,0.49011,0.999996,553,2,-0.075245,0.84264,0.84308,0.999996,1019,1,-0.075245
ZNF135,4,0.58365,0.60544,0.999996,706,1,0.057367,0.26147,0.38598,0.999996,432,1,0.057367,4,0.90673,0.90682,0.999996,1176,0,0.083037,0.57359,0.60406,0.999996,760,1,0.083037,4,0.42642,0.5708,0.999996,649,1,0.079556,0.14163,0.28677,0.999996,345,3,0.079556
ZNF445,4,0.41666,0.4969,0.999996,562,1,-0.063979,0.26206,0.38665,0.999996,433,1,-0.063979,4,0.82178,0.82433,0.999996,1066,0,-0.10443,0.37718,0.48597,0.999996,610,1,-0.10443,4,0.38435,0.5277,0.999996,598,1,0.028803,0.27895,0.42825,0.999996,494,2,0.028803
ZBED6,4,0.11829,0.21161,0.999996,243,2,-0.088036,0.26265,0.38716,0.999996,434,1,-0.088036,4,0.59089,0.60999,0.999996,761,1,-0.14439,0.59579,0.61946,0.999996,782,1,-0.14439,4,0.62026,0.67375,0.999996,758,1,0.11908,0.045794,0.11432,0.908474,170,2,0.11908
KLF8,4,0.37354,0.47304,0.999996,531,1,-0.039281,0.26324,0.38788,0.999996,435,1,-0.039281,4,0.64171,0.64956,0.999996,816,1,-0.018174,0.39767,0.49681,0.999996,621,1,-0.018174,4,0.74759,0.75729,0.999996,867,1,0.10393,0.12177,0.25349,0.999996,302,3,0.10393
ZFP2,4,0.78956,0.79148,0.999996,973,0,0.050056,0.26359,0.38829,0.999996,436,2,0.050056,4,0.1727,0.27832,0.999996,356,2,-0.15204,0.60176,0.62381,0.999996,790,1,-0.15204,4,0.042284,0.10472,0.825092,171,2,-0.12361,0.74891,0.76612,0.999996,910,1,-0.12361
NKX2-4,4,0.34869,0.45983,0.999996,511,1,0.018631,0.26422,0.38914,0.999996,437,2,0.018631,4,0.60287,0.61917,0.999996,773,1,0.15414,0.3,0.43232,0.999996,529,2,0.15414,4,0.83358,0.83389,0.999996,985,0,-0.022974,0.81533,0.81848,0.999996,982,1,-0.022974
HOXC4,4,0.73697,0.73743,0.999996,898,0,-0.031721,0.26442,0.38935,0.999996,438,1,-0.031721,4,0.068812,0.15162,0.999996,194,1,-0.018315,0.10679,0.20219,0.999996,218,1,-0.018315,4,0.55366,0.6398,0.999996,717,1,0.033718,0.85079,0.85121,0.999996,1036,0,0.033718
MLX,4,0.68979,0.69178,0.999996,835,1,0.095019,0.265,0.39006,0.999996,439,2,0.095019,4,0.1313,0.22743,0.999996,287,2,-0.21924,0.91353,0.91377,0.999996,1201,0,-0.21924,4,0.076267,0.17043,0.961859,235,3,-0.18575,0.75848,0.77305,0.999996,919,1,-0.18575
OVOL2,4,0.78933,0.79125,0.999996,972,0,0.021306,0.26559,0.39077,0.999996,440,2,0.021306,4,0.19904,0.31006,0.999996,394,2,-0.13452,0.88229,0.88348,0.999996,1145,0,-0.13452,4,0.71273,0.73173,0.999996,827,1,0.013875,0.73743,0.75839,0.999996,900,1,0.013875
ZNF574,4,0.27668,0.40408,0.999996,448,1,-0.020153,0.26676,0.3922,0.999996,441,1,-0.020153,4,0.72508,0.72577,0.999996,929,0,0.072597,0.26266,0.38798,0.999996,468,2,0.072597,4,6.55E-08,3.66E-06,2.36E-04,7,4,-0.74827,1,1,0.999996,1346,0,-0.74827
ELF5,4,0.92829,0.92853,0.999996,1184,0,0.059138,0.26704,0.39253,0.999996,442,2,0.059138,4,0.93937,0.93943,0.999996,1225,0,0.066461,0.22546,0.34434,0.999996,402,1,0.066461,4,0.76826,0.77392,0.999996,890,1,-0.015762,0.73443,0.75629,0.999996,898,1,-0.015762
BTN2A1,4,0.90723,0.90722,0.999996,1151,0,0.084425,0.26766,0.39332,0.999996,443,2,0.084425,4,0.72844,0.72901,0.999996,932,0,0.045145,0.59013,0.61537,0.999996,775,1,0.045145,4,0.84004,0.8405,0.999996,999,0,-0.012269,0.47547,0.62053,0.999996,726,1,-0.012269
ZFP92,4,0.52223,0.56209,0.999996,649,1,0.048608,0.26911,0.39508,0.999996,444,1,0.048608,4,0.10894,0.19978,0.999996,257,2,-0.15239,0.75548,0.75633,0.999996,971,0,-0.15239,4,0.17771,0.3178,0.999996,373,2,-0.10515,0.79155,0.79881,0.999996,952,1,-0.10515
SCRT1,4,0.39918,0.48722,0.999996,552,1,-0.0059308,0.26969,0.39579,0.999996,445,1,-0.0059308,4,0.98533,0.98568,0.999996,1301,0,0.28891,0.041931,0.10005,0.999996,121,3,0.28891,4,0.08975,0.19506,0.998181,264,3,-0.14279,0.97277,0.97284,0.999996,1241,0,-0.14279
ZNF480,4,0.34169,0.45598,0.999996,507,1,0.03717,0.26986,0.39604,0.999996,446,2,0.03717,4,0.13465,0.23138,0.999996,294,2,0.0023942,0.24375,0.3663,0.999996,435,2,0.0023942,4,0.059657,0.13886,0.910675,206,2,-0.10002,0.88282,0.88265,0.999996,1094,0,-0.10002
JUND,4,0.81457,0.81754,0.999996,1011,0,0.077369,0.27017,0.39641,0.999996,447,2,0.077369,4,0.59542,0.61345,0.999996,765,1,0.14917,0.063188,0.14349,0.999996,163,2,0.14917,4,0.051905,0.12384,0.875978,191,2,-0.20787,0.94739,0.947,0.999996,1196,0,-0.20787
CREB5,4,0.25332,0.37605,0.999996,419,2,-0.098487,0.27086,0.39716,0.999996,448,1,-0.098487,4,0.38286,0.4766,0.999996,602,1,0.068986,0.10089,0.19513,0.999996,211,2,0.068986,4,0.77195,0.77703,0.999996,896,1,-0.02154,0.76328,0.77674,0.999996,923,1,-0.02154
ZNF783,4,0.56573,0.5926,0.999996,688,1,0.028066,0.27144,0.39788,0.999996,449,1,0.028066,4,0.025344,0.064298,0.831823,104,3,-0.29285,0.55615,0.59196,0.999996,747,1,-0.29285,4,0.89628,0.89628,0.999996,1099,0,0.079204,0.19752,0.34987,0.999996,411,2,0.079204
ETS2,4,0.74449,0.74506,0.999996,909,0,0.0098877,0.273,0.39951,0.999996,450,2,0.0098877,4,0.74767,0.74849,0.999996,965,0,0.0031203,0.7708,0.77177,0.999996,998,0,0.0031203,4,0.9433,0.94288,0.999996,1183,0,0.039553,0.42982,0.57567,0.999996,669,1,0.039553
CD274,4,0.69102,0.69283,0.999996,836,1,0.09001,0.27332,0.39993,0.999996,451,2,0.09001,4,0.6502,0.6568,0.999996,828,1,-0.0084126,0.90969,0.90996,0.999996,1193,0,-0.0084126,4,0.9199,0.9194,0.999996,1145,0,0.03386,0.49303,0.63392,0.999996,737,1,0.03386
HMGA2,4,0.13035,0.22674,0.999996,259,2,-0.0053065,0.27363,0.40033,0.999996,452,2,-0.0053065,4,0.90723,0.90722,0.999996,1177,0,0.075939,0.62284,0.639,0.999996,816,1,0.075939,4,0.54265,0.63475,0.999996,711,1,6.62E-04,0.86615,0.86618,0.999996,1064,0,6.62E-04
ZNF701,4,0.5924,0.61195,0.999996,717,1,0.02932,0.27377,0.40053,0.999996,453,1,0.02932,4,0.87421,0.87539,0.999996,1131,0,-0.013392,0.93338,0.93363,0.999996,1227,0,-0.013392,4,0.52724,0.62766,0.999996,701,1,-0.028163,0.7236,0.74931,0.999996,884,1,-0.028163
NKX2-6,4,0.40171,0.48855,0.999996,556,1,0.057416,0.27426,0.40111,0.999996,454,2,0.057416,4,0.023105,0.059373,0.831823,94,2,-0.15258,0.83191,0.83408,0.999996,1075,0,-0.15258,4,0.71677,0.73474,0.999996,830,1,0.06693,0.12316,0.25599,0.999996,306,3,0.06693
ZNF770,4,0.81623,0.81894,0.999996,1014,0,-0.0011104,0.27647,0.40405,0.999996,455,2,-0.0011104,4,0.2294,0.34699,0.999996,435,2,-0.15325,0.24842,0.37176,0.999996,446,1,-0.15325,4,0.063335,0.14541,0.922203,213,3,-0.16039,0.89006,0.89025,0.999996,1107,0,-0.16039
NR2E3,4,0.83557,0.83745,0.999996,1043,0,0.046304,0.27668,0.40428,0.999996,456,2,0.046304,4,0.94213,0.94214,0.999996,1233,0,0.22687,0.051923,0.12053,0.999996,143,2,0.22687,4,0.3455,0.48794,0.999996,551,2,-0.058622,0.30746,0.4559,0.999996,528,1,-0.058622
IL3,4,0.97978,0.97983,0.999996,1262,0,0.09731,0.27679,0.40446,0.999996,457,2,0.09731,4,0.53235,0.56792,0.999996,709,1,0.16318,0.22638,0.34544,0.999996,404,2,0.16318,4,0.40812,0.55199,0.999996,621,2,0.019737,0.26025,0.41034,0.999996,475,2,0.019737
ZNF425,4,0.11574,0.20869,0.999996,241,2,-0.054512,0.2771,0.40484,0.999996,458,2,-0.054512,4,0.95806,0.95825,0.999996,1256,0,0.10127,0.273,0.40016,0.999996,491,2,0.10127,4,0.95499,0.95477,0.999996,1200,0,0.09834,0.073775,0.16728,0.999996,219,3,0.09834
EBF4,4,0.19446,0.30503,0.999996,340,1,0.087818,0.27773,0.40566,0.999996,459,2,0.087818,4,0.68732,0.68923,0.999996,875,1,-0.14841,0.31979,0.45524,0.999996,562,1,-0.14841,4,0.60795,0.66692,0.999996,748,1,0.040339,0.37395,0.52096,0.999996,604,2,0.040339
