target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,n_cells_target,rest_de_genes,is_core_essential,is_iei,rank,in_top,matched_background
MED14,0.47487527460368906,0.4917891235652412,135,140.0,120.0,False,False,1563,False,False
TWF1,0.4747504690431374,0.7635038886218946,1,823.0,234.0,False,False,1564,False,False
INTS15,0.4745799803584007,0.889696371474546,270,225.0,30.0,False,False,1565,False,False
MRS2,0.4745490876786726,-0.13374007918003075,6,1429.0,12.0,False,False,1566,False,False
PHF19,0.4745414952289203,-0.16275972229712452,5,130.0,143.0,False,False,1567,False,False
PER2,0.4743791488486858,0.39584559078943576,1,642.0,2.0,False,False,1568,False,False
MAN2A1,0.47435005695206267,0.5586085277516801,7,629.0,84.0,False,False,1569,False,False
RAB7A,0.4743024690306819,0.26577396273664095,1,851.0,9.0,False,False,1570,False,False
KDM5A,0.4741898007943191,0.013828339143120212,16,237.0,4.0,False,False,1571,False,False
PHAF1,0.4741585524801144,0.4064136494644999,7,354.0,1.0,False,False,1572,False,False
SHMT1,0.4741176815028789,0.7745682667853706,6,1367.0,2.0,False,False,1573,False,False
P4HA2,0.47372448396018346,0.4479169023682026,1,448.0,0.0,False,False,1574,False,False
DDX50,0.47362795304822614,-0.0429988123509616,1,569.0,1.0,False,False,1575,False,False
DARS1,0.4733748372971958,0.21186456421813696,11,103.0,90.0,False,False,1576,False,False
TGOLN2,0.47323990137949573,0.5313886407494741,2,814.0,1.0,False,False,1577,False,False
C12orf75,0.4728554474515711,0.010218154576554086,5,279.0,13.0,False,False,1578,False,False
RCCD1,0.4728324144356812,1.264911936465334,16,707.0,9.0,False,False,1579,False,False
DNAJC7,0.47278721328694473,0.2465074587126388,1,479.0,3.0,False,False,1580,False,False
HTATSF1,0.4726305001983434,0.41642852852836687,5,405.0,2.0,False,False,1581,False,False
STRADA,0.47232462710030404,-0.1675184194495017,1,437.0,1.0,False,False,1582,False,False
ACP6,0.4721788599300625,0.3992679717622282,6,716.0,8.0,False,False,1583,False,False
ZFP1,0.4721777020135951,0.12451840590488376,4,929.0,5.0,False,False,1584,False,False
CALM3,0.4720933617059013,0.23075886986106126,1,597.0,1.0,False,False,1585,False,False
PPP4C,0.47160622519261314,0.7919636496113402,43,121.0,136.0,False,False,1586,False,False
CCDC150,0.47109100152171657,0.10972123749113563,1,642.0,3.0,False,False,1587,False,False
DHRS3,0.47097146989691396,-0.11248823630020942,4,492.0,1.0,False,False,1588,False,False
PIK3C2B,0.47094804482422,0.8190294859839792,1,352.0,73.0,False,False,1589,False,False
RCAN2,0.4708112143563802,-0.1506525405453494,1,1083.0,0.0,False,False,1590,False,False
SFXN4,0.47035528439904006,-0.11186392571917853,4,887.0,2.0,False,False,1591,False,False
JADE1,0.4700850945413957,0.4626394388910702,1,415.0,1.0,False,False,1592,False,False
ZER1,0.470074711477183,0.5387058393972031,1,749.0,1.0,False,False,1593,False,False
ACSM3,0.46994066429158005,0.8956805850234973,2,1823.0,22.0,False,False,1594,False,False
CCDC71,0.4699237338521256,0.19781790949701128,1,477.0,1.0,False,False,1595,False,False
USP13,0.46969560340408,0.49083999182195154,2,614.0,797.0,False,False,1596,False,False
SLC35D2,0.4696831828894457,0.5314058462152615,2,472.0,89.0,False,False,1597,False,False
GPSM2,0.46943483163801286,-0.13235439589528608,10,248.0,7.0,False,False,1598,False,False
UBXN1,0.46939176897672585,-0.3074708412821145,540,933.0,4440.0,False,False,1599,False,False
CCDC186,0.4687971782933762,-0.16659387321863958,1,765.0,1.0,False,False,1600,False,False
NCEH1,0.46842719432193713,-0.0009442214418094252,5,403.0,3.0,False,False,1601,False,False
POMGNT1,0.4682700665504242,0.5029074981313583,3,273.0,123.0,False,False,1602,False,False
SLC25A28,0.46824493376005966,-0.061593284639258714,142,274.0,6.0,False,False,1603,False,False
STXBP2,0.4681045207327288,0.7932058787232721,1,513.0,1.0,False,True,1604,False,False
NDUFB5,0.46791511350582554,0.18474759373929206,9,422.0,6.0,False,False,1605,False,False
CUL7,0.46788098011859997,0.4130035831168041,2,305.0,1.0,False,False,1606,False,False
RNF115,0.4660534259044023,-0.1132089280670935,8,176.0,102.0,False,False,1607,False,False
SNX27,0.4659081544932984,0.3942687392895597,4,368.0,5.0,False,False,1608,False,False
TRAP1,0.46580529885480054,0.6549434773025338,1,994.0,1.0,False,False,1609,False,False
NADK2,0.4657279558942222,0.36795293280057795,91,464.0,12.0,False,False,1610,False,False
PPP1R12B,0.4656980477680727,0.9806006130690247,19,314.0,5.0,False,False,1611,False,False
TBC1D23,0.46533073599935976,0.7186039886112268,5,991.0,2.0,False,False,1612,False,False
ENGASE,0.4644975497232749,0.1316177473980653,7,1580.0,3.0,False,False,1613,False,False
ICAM1,0.4644933891632121,-0.4131432066705856,5,992.0,2.0,False,False,1614,False,False
FEM1A,0.4644888208937247,0.376541315493758,6,518.0,46.0,False,False,1615,False,False
HSDL2,0.4642178021028494,0.0602332622538048,155,840.0,56.0,False,False,1616,False,False
FBXW5,0.46413609811500767,0.504863922092198,1,810.0,5.0,False,False,1617,False,False
TLK2,0.46402850089771674,0.2952101110681434,2,245.0,0.0,False,False,1618,False,False
AKIRIN2,0.463213669958518,0.5611707183392487,16,185.0,27.0,False,False,1619,False,False
MARCHF7,0.4628913480299191,0.1775289608478963,1,369.0,1.0,False,False,1620,False,False
MLYCD,0.46284824365032445,-0.9638509662542744,520,138.0,178.0,False,False,1621,False,False
RAD1,0.46279924374727627,0.8033304077621471,2,231.0,5.0,False,False,1622,False,False
TEFM,0.46278674139722464,0.4949308266904724,88,259.0,30.0,False,False,1623,False,False
DCAF12,0.4627432296090138,0.6751800627619505,1,431.0,1.0,False,False,1624,False,False
CLASP2,0.462690180938717,0.30947511664810096,3,274.0,10.0,False,False,1625,False,False
ARID1B,0.4626801176571454,-0.08002812700084849,1,790.0,1.0,False,False,1626,False,False
STARD9,0.4622694979420267,0.686390733451212,3,592.0,4.0,False,False,1627,False,False
AMN1,0.4621308976123521,0.40903349196073857,1,437.0,1.0,False,False,1628,False,False
LRPPRC,0.46207064333719544,-0.15527785496769225,1926,197.0,772.0,False,False,1629,False,False
HAT1,0.46206424611983776,0.5334948579345372,3,700.0,2.0,False,False,1630,False,False
S100A6,0.4617733667478081,0.032385518375752494,2,147.0,4.0,False,False,1631,False,False
PIK3CG,0.46142344707283656,-0.11976186638629763,7,319.0,12.0,False,True,1632,False,False
SLC30A1,0.46102631551567547,0.035994103206810395,16,846.0,13.0,False,False,1633,False,False
EMC10,0.4607485726766274,0.4299546230991085,3,394.0,2.0,False,False,1634,False,False
ZNF571,0.4607380717136687,0.18047542013236872,2,2259.0,0.0,False,False,1635,False,False
MLLT6,0.46055737574388694,0.5207305658510402,11,40.0,2.0,False,False,1636,False,False
PLEKHM3,0.45992078605555403,0.4488644643983632,1,944.0,1.0,False,False,1637,False,False
PAPOLA,0.45970498600234533,0.28271260442590723,38,423.0,14.0,True,False,1638,False,False
PLEKHO2,0.4595116524756152,-0.39622769477255165,2,273.0,3.0,False,False,1639,False,False
SCAMP3,0.4594850418307225,-0.034132540011104724,3,767.0,2.0,False,False,1640,False,False
TRIM46,0.4594312968940991,-0.17561143237836452,5,339.0,5.0,False,False,1641,False,False
PEA15,0.4594276336989183,0.20000202283696186,3,310.0,3.0,False,False,1642,False,False
IFT57,0.4592090532628549,1.113217422136899,3,732.0,3.0,False,False,1643,False,False
ANKRD10,0.4592079457061308,0.33514972887738426,5,127.0,1.0,False,False,1644,False,False
NUBPL,0.45919985085819265,0.1397805701600651,367,603.0,1.0,False,False,1645,False,False
LYST,0.45911868196301786,-0.17011496746117916,2,2251.0,2.0,False,True,1646,False,False
MCCC2,0.4589923103337939,0.4921496152567975,5,677.0,17.0,False,False,1647,False,False
PIK3C2A,0.45890667147554304,0.39915140912094804,3,504.0,1.0,False,False,1648,False,False
KMT2E,0.4586490169643902,-0.705814480817239,896,222.0,337.0,False,False,1649,False,False
MGRN1,0.45828086314235383,0.33124513358903984,2,647.0,1.0,False,False,1650,False,False
FUT11,0.4581972717364888,-0.08126004053441507,1,395.0,1.0,False,False,1651,False,False
SLC25A26,0.4577334063153797,-0.3138381927598688,203,424.0,12.0,False,False,1652,False,False
IFT88,0.45743819527080914,0.45796349368359046,1,1147.0,2.0,False,False,1653,False,False
CDKAL1,0.4574042765589912,0.0887316305453017,8,1140.0,10.0,False,False,1654,False,False
NUDT9,0.4573454372122749,0.2768456923920611,1,575.0,1.0,False,False,1655,False,False
DNAJB2,0.45682479943740106,0.7472350326185907,2,1138.0,4.0,False,False,1656,False,False
TARBP1,0.45675044605078075,-0.6479598921721972,1,543.0,2.0,False,False,1657,False,False
ASB1,0.4565286869974111,-0.009326438213738944,5,1044.0,4.0,False,False,1658,False,False
METTL5,0.45647330783698614,0.26172370729721184,3,770.0,5.0,False,False,1659,False,False
GOLPH3L,0.45645223630184395,0.1004610060974284,1,639.0,1.0,False,False,1660,False,False
ARMH3,0.456369511464618,0.541765171102718,13,245.0,116.0,False,False,1661,False,False
HDDC2,0.45622622653163836,0.4119358667436051,2,1391.0,2.0,False,False,1662,False,False
CCNK,0.4560968584289143,0.5174380270385339,368,188.0,148.0,False,False,1663,False,False
NARF,0.45601006587700027,0.2796000466548769,1,492.0,3.0,False,False,1664,False,False
ZMYM5,0.4558908671715247,0.8104878828254213,4,770.0,1.0,False,False,1665,False,False
OBSCN,0.45582917018212477,-0.5771816369092648,3,1196.0,2.0,False,False,1666,False,False
MAD2L1BP,0.4553851787332928,0.4444717150663055,6,148.0,2.0,False,False,1667,False,False
PIK3R5,0.4550913066271293,0.007239828259949362,1,214.0,5.0,False,False,1668,False,False
RER1,0.454918660573811,0.2586908610766512,4,326.0,1.0,False,False,1669,False,False
AASS,0.454226414914353,0.5206820397508178,26,416.0,1.0,False,False,1670,False,False
FGL2,0.45412613072260155,0.1972073111073257,3,1576.0,3.0,False,False,1671,False,False
ATXN7L3B,0.4537601835255523,-0.37749582534486537,1,1027.0,1.0,False,False,1672,False,False
DNPEP,0.45349801779113935,0.4549882569888824,1,750.0,4.0,False,False,1673,False,False
CRAT,0.45340256418367847,0.2425911077705618,9,528.0,2.0,False,False,1674,False,False
FAM219B,0.4532705608571589,0.1524802293542454,15,730.0,9.0,False,False,1675,False,False
APPBP2,0.45311695647458566,0.6691123549319078,24,657.0,31.0,False,False,1676,False,False
TMEM94,0.4530846225785768,-0.18221265578558077,25,708.0,8.0,False,False,1677,False,False
IFT56,0.45289305598128327,0.3637998564017002,3,332.0,6.0,False,False,1678,False,False
SOCS7,0.45277651420343573,0.6120771771805272,6,487.0,2.0,False,False,1679,False,False
CHMP1A,0.45268797492399643,0.4276739465119042,7,364.0,570.0,False,False,1680,False,False
CCDC7,0.45266833236217663,-0.24355330384138052,3,393.0,3.0,False,False,1681,False,False
TAB3,0.4524915971811925,0.450979605621069,3,497.0,1.0,False,False,1682,False,False
NUDT7,0.4524510832364458,0.2816934856898134,4,1831.0,4.0,False,False,1683,False,False
ZNF492,0.4523905183667957,0.30558812093664334,11,1224.0,9.0,False,False,1684,False,False
RFXAP,0.4521309394814666,0.06998662641045714,13,461.0,13.0,False,True,1685,False,False
TSPAN15,0.4521271853859488,0.3674753594138385,5,433.0,6.0,False,False,1686,False,False
B4GAT1,0.4518346655293729,0.22395435548408235,2,1329.0,2.0,False,False,1687,False,False
ELOA,0.45151414771195025,0.42119984545661676,15,358.0,4.0,False,False,1688,False,False
MB21D2,0.4514612908715148,0.35837037009215605,2,563.0,3.0,False,False,1689,False,False
HOMER2,0.4514212640180952,1.0068049011693474,1,820.0,1.0,False,False,1690,False,False
EEF1G,0.45089066184501847,-0.24433192513210025,4,49.0,,False,False,1691,False,False
FASTKD1,0.45040660369290786,-0.18081102845517966,2,397.0,2.0,False,False,1692,False,False
PIAS3,0.4501157646937953,-0.1704804839583473,1,169.0,0.0,False,False,1693,False,False
DDAH2,0.44999465983939574,-0.274724244123709,3,550.0,6.0,False,False,1694,False,False
FAAP20,0.44980471213158535,0.5071840565466226,2,162.0,4.0,False,False,1695,False,False
MRGBP,0.44975975252096206,0.21325153911332154,13,230.0,1.0,False,False,1696,False,False
GPHN,0.4493177241127005,0.30054221712748297,1,881.0,1.0,False,False,1697,False,False
ARHGAP45,0.44917493264469627,0.7153282538510845,1,563.0,34.0,False,False,1698,False,False
TSPO,0.4490903988478475,0.32130693828260193,2,1474.0,3.0,False,False,1699,False,False
GRAP,0.4486026027971531,0.5639122044495619,8,1051.0,71.0,False,False,1700,False,False
MACIR,0.44848256586206875,-0.1877040974036258,1,438.0,3.0,False,False,1701,False,False
DHX9,0.4484481903933211,0.7331942553147318,188,133.0,141.0,False,False,1702,False,False
ERCC5,0.44790308492441405,0.2537202157777181,1,565.0,1.0,False,False,1703,False,False
GPR107,0.44780144234273556,-0.5618111561595902,11,600.0,8.0,False,False,1704,False,False
DYRK4,0.44744625038267377,-0.22926382673056928,5,838.0,1.0,False,False,1705,False,False
SVIP,0.44724160043172495,-0.052298087827763996,1,492.0,1.0,False,False,1706,False,False
MORF4L2,0.44695981661090417,-0.004482616176393537,10,427.0,1.0,False,False,1707,False,False
SEC61A2,0.44681588913777803,0.4624531009458889,4,349.0,3.0,False,False,1708,False,False
ZFAND1,0.44664872442359255,0.25998698456663927,3,1051.0,1.0,False,False,1709,False,False
WDFY2,0.4464760515187495,0.31317650158041227,1,414.0,2.0,False,False,1710,False,False
RAB37,0.4464264212656502,0.017511787236554846,1,316.0,1.0,False,False,1711,False,False
MXRA7,0.4462665718751585,0.5807198900717206,4,734.0,2.0,False,False,1712,False,False
CDKN2C,0.4461002312477402,0.2917954923700379,1,554.0,3.0,False,False,1713,False,False
BLOC1S4,0.44601911169135167,0.46596429522543886,4,301.0,2.0,False,False,1714,False,False
SH3GL1,0.4458732822331798,0.4131437296698642,171,122.0,325.0,False,False,1715,False,False
PHGDH,0.44559717614947675,1.1654918002035848,1,937.0,1.0,False,False,1716,False,False
SMARCAD1,0.4455452425614159,-0.21873745925674518,2,385.0,2.0,False,False,1717,False,False
UBE2A,0.44544203020230855,0.4618356863545472,1,163.0,1.0,False,False,1718,False,False
CLCN3,0.4451270270062506,-0.08791787945814182,1,792.0,1.0,False,False,1719,False,False
GPATCH2,0.4447990652755832,-0.014347218716613621,1,457.0,2.0,False,False,1720,False,False
RSRC2,0.4447584473195219,0.8001753461086599,3,690.0,3.0,False,False,1721,False,False
SQOR,0.4446511211280712,1.0100164253491029,6,1163.0,7.0,False,False,1722,False,False
CORO1B,0.4445381027276323,0.6151990803654677,1,686.0,2.0,False,False,1723,False,False
PTAR1,0.4442633276871676,0.1443956495709532,1,484.0,1.0,False,False,1724,False,False
YIF1A,0.4440234311197585,0.694594045934215,5,796.0,3.0,False,False,1725,False,False
RRAS2,0.4439018576090677,0.09041799334960349,1,545.0,1.0,False,False,1726,False,False
NDUFA11,0.4437932827198513,1.0093740971722946,26,378.0,4.0,False,False,1727,False,False
CSF2,0.4436987466260249,-0.13674954071832646,10,798.0,1.0,False,False,1728,False,False
MAP4K2,0.4436398743045172,0.11097862589344804,4,104.0,3.0,False,False,1729,False,False
LRRC23,0.4436044838493583,0.2997828053326186,5,840.0,3.0,False,False,1730,False,False
PDHB,0.4436027503932234,0.6205892809346897,179,303.0,5.0,False,False,1731,False,False
ZKSCAN5,0.44342157853972997,0.6809123987802959,7,1200.0,6.0,False,False,1732,False,True
ACSL4,0.4433487819719538,0.21909672799282728,2,664.0,5.0,False,False,1733,False,False
SLC33A1,0.44327131441964035,0.00920432848370504,13,233.0,32.0,False,False,1734,False,False
HSPA13,0.4432557442634842,-0.024944700829456806,2,455.0,1.0,False,False,1735,False,False
SLC25A42,0.44295876312434074,0.7939273107257067,5,651.0,6.0,False,False,1736,False,False
MYO1D,0.4428323284033307,0.13760226607436865,2,554.0,0.0,False,False,1737,False,False
PRPSAP2,0.44257193465076383,0.15113632793975432,5,301.0,7.0,False,False,1738,False,False
FOSL2,0.4424900308057029,0.4990493757780934,198,729.0,35.0,False,False,1739,False,False
MFSD5,0.4424660734834144,0.09232698578347925,9,510.0,4.0,False,False,1740,False,False
ZFAND5,0.44214578194587384,0.682372764721334,1,558.0,1.0,False,False,1741,False,False
ATAD5,0.4420257343369655,0.6627909079437249,3475,1182.0,3791.0,False,False,1742,False,False
GBP1,0.4420030674953287,-0.4076944223448905,4,968.0,1.0,False,False,1743,False,False
ACSL5,0.4415086868143205,0.1934283976222027,2,1785.0,5.0,False,False,1744,False,False
HECA,0.44142354842146514,0.12413423624701059,1,812.0,3.0,False,False,1745,False,False
POLR3G,0.44088155105602245,0.5470654499817967,4,698.0,3.0,False,False,1746,False,False
CAPZA2,0.4407243318550634,0.43995298873459854,2,910.0,1.0,False,False,1747,False,False
OSTM1,0.440394288268705,0.4469283287528284,2,799.0,2.0,False,True,1748,False,False
NFKB1,0.44039382195569443,-0.6932867206847725,63,291.0,90.0,False,True,1749,False,False
DCP1B,0.4403613018546041,-0.1653712570166536,2,895.0,2.0,False,False,1750,False,False
IFNAR2,0.4403558182743038,0.7686016129583995,17,352.0,25.0,False,True,1751,False,False
S100A4,0.44032634805519033,0.8367492797498194,3,555.0,1.0,False,False,1752,False,False
SKIL,0.44022623472548933,0.16300992876331122,2,824.0,1.0,False,False,1753,False,False
RNF6,0.44020776957904645,0.2981236949389941,1,518.0,2.0,False,False,1754,False,False
FOSL1,0.4400877273229389,0.0931850760459511,2,245.0,5.0,False,False,1755,False,False
PRDX5,0.44004717414910444,-0.32237114662199917,4,497.0,2.0,False,False,1756,False,False
LXN,0.4395144290075538,0.5805791864436609,5,1022.0,2.0,False,False,1757,False,False
GOLGA7,0.43916654860643467,0.7848038794233628,4,516.0,7.0,False,False,1758,False,False
SAFB2,0.4380269947129703,0.2869197956721054,5,487.0,1.0,False,False,1759,False,False
ETHE1,0.43721884722786897,1.1265686956176508,5,837.0,4.0,False,False,1760,False,False
RBM7,0.43704397234397996,0.5782124550881655,4,151.0,15.0,False,False,1761,False,False
NDUFV3,0.43685172173133663,-0.05559434942650473,1,1852.0,2.0,False,False,1762,False,False
MTRF1,0.4366613740089546,0.5380368360195793,2,708.0,1.0,False,False,1763,False,False
BLCAP,0.4365455660517621,0.013028227947738247,6,454.0,2.0,False,False,1764,False,False
OXA1L,0.4364729395513776,0.5620184975004908,1542,310.0,267.0,False,False,1765,False,False
PFKM,0.4363587749135212,0.6571697873741471,2,460.0,40.0,False,False,1766,False,False
FBXO7,0.43613358390863977,0.4597762743110778,2,551.0,6.0,False,False,1767,False,False
KLF13,0.4360933298075556,0.7185236239255303,13,1154.0,284.0,False,False,1768,False,False
DIP2A,0.436082929644157,-0.3441072812880466,4,710.0,1.0,False,False,1769,False,False
EED,0.4360053206824677,0.5562446928955077,4,506.0,2.0,False,False,1770,False,False
CMTR1,0.43581535738660027,0.4187800281041521,24,266.0,154.0,False,False,1771,False,True
OTUD5,0.4357811656116355,-0.21509445118592463,22,1178.0,9.0,False,False,1772,False,False
SYTL2,0.43545940410870326,0.20852935850769092,5,631.0,2.0,False,False,1773,False,False
CEP20,0.43533439372999655,0.6327782587509643,1,506.0,1.0,False,False,1774,False,False
CYB561D1,0.4352314194460822,0.0902754927839995,6,371.0,5.0,False,False,1775,False,False
CYP51A1,0.43517868313907765,1.3282827834918223,2,192.0,1.0,False,False,1776,False,False
ATP6V0E2,0.4344919870404812,0.9071069609038841,1,689.0,1.0,False,False,1777,False,False
BCOR,0.4344881537733043,0.6558229465057561,42,1429.0,27.0,False,False,1778,False,False
VPS50,0.4344030464380324,-0.5855854667295155,3,441.0,8.0,False,False,1779,False,False
HDAC8,0.43432816743678193,0.7496254369466092,1,350.0,11.0,False,False,1780,False,False
USP9X,0.4342696718890416,0.6873407169811185,1,611.0,1.0,False,False,1781,False,False
PBK,0.43410020198679744,-0.37602456388675953,1,708.0,1.0,False,False,1782,False,False
ARHGAP11A,0.4340956352879777,0.4487252490625699,8,812.0,11.0,False,False,1783,False,False
SND1,0.43406310986087754,-0.5601834642367752,363,350.0,26.0,False,False,1784,False,False
RPN1,0.4340274043236799,0.14315957901408613,8,160.0,,False,False,1785,False,False
NIN,0.4340038428495536,0.22754487687875255,3,577.0,3.0,False,False,1786,False,False
SRPK1,0.43374446310090226,-0.47683793283012704,5,537.0,44.0,False,False,1787,False,False
SYT11,0.43364319080806185,-0.15979535375730272,2,2686.0,1.0,False,False,1788,False,False
SCYL1,0.4335957162801264,0.13040813854259622,1,282.0,1.0,False,False,1789,False,False
DNAJC3,0.433373740015603,-0.4086110468884447,128,502.0,69.0,False,False,1790,False,False
RNF146,0.43309570357937327,0.578116832444584,4,756.0,3.0,False,False,1791,False,False
ABI2,0.4330212087943385,-0.33500378923667345,5,293.0,0.0,False,False,1792,False,False
MFN1,0.4326094636513908,0.3509188842357186,2,814.0,2.0,False,False,1793,False,False
KHDC4,0.43247980621765314,-0.42823905368756743,1,947.0,2.0,False,False,1794,False,False
GTDC1,0.4318600275825915,0.3907111740482539,2,141.0,4.0,False,False,1795,False,False
MYO1C,0.43171046788107337,-0.3309386452637855,2,384.0,2.0,False,False,1796,False,False
ANXA11,0.43167961106390573,0.3915793448941134,1,741.0,1.0,False,False,1797,False,False
BBS2,0.4313973197474452,-0.2307111809031672,3,783.0,2.0,False,False,1798,False,False
CYRIB,0.43136695918537604,-0.4516320617074251,1,1265.0,2.0,False,False,1799,False,False
PIP5K1C,0.4313215076793865,-0.35235218282559305,4,532.0,3.0,False,False,1800,False,False
MAP3K4,0.4311031980718265,0.07083823668882051,3,499.0,2.0,False,False,1801,False,False
SNRK,0.4308490502266846,1.0004414071833827,4,363.0,5.0,False,False,1802,False,False
IQGAP2,0.430530230946822,0.1660524552627856,15,83.0,6.0,False,False,1803,False,False
UBXN4,0.4302600066726103,0.07469014524270903,6,545.0,1.0,False,False,1804,False,False
ILVBL,0.43022824178011176,0.11637649733087531,16,981.0,44.0,False,False,1805,False,False
GRB10,0.4301546428449062,0.37170328520065127,5,912.0,3.0,False,False,1806,False,False
SERINC3,0.4299508089760954,0.4736523874964483,1,822.0,1.0,False,False,1807,False,False
CASP2,0.42964095502997096,0.7747844399187257,2,1106.0,2.0,False,False,1808,False,False
ZNF148,0.4293849334375548,-0.46442878644522356,493,1224.0,1355.0,False,False,1809,False,False
ARK2N,0.42923393920707853,-0.12773732764285448,14,929.0,27.0,False,False,1810,False,False
EP300,0.429188028225962,0.09660917925822307,178,2172.0,74.0,False,False,1811,False,False
ABHD14A,0.4288330692941377,0.9001484717933178,6,453.0,101.0,False,False,1812,False,False
TCF25,0.4282279377626813,-0.016114870334964615,4,301.0,1.0,False,False,1813,False,False
SIL1,0.4281894317746183,0.36584085514038867,1,152.0,1.0,False,False,1814,False,False
ZNF718,0.4280185485493284,0.7655947613186086,7,943.0,6.0,False,False,1815,False,False
RRBP1,0.4278693826907936,0.47182830826331024,2,358.0,18.0,False,False,1816,False,False
TOMM40L,0.427843196167771,0.15557291793241013,1,839.0,2.0,False,False,1817,False,False
PRMT3,0.42779091318428486,0.19309571240376536,2,326.0,3.0,False,False,1818,False,False
YIPF5,0.42776515628408435,0.08766417586524453,2,322.0,1.0,False,False,1819,False,False
RNF213,0.4277247756447632,-0.048455118601112825,1,449.0,1.0,False,False,1820,False,False
DAZAP2,0.4275367952869399,0.20101728252156242,1,514.0,1.0,False,False,1821,False,False
HLTF,0.42737065853787026,0.014055249189580553,2,392.0,2.0,False,False,1822,False,False
FARP2,0.4269197761424081,-0.029141246514685963,1,962.0,1.0,False,False,1823,False,False
PARD6A,0.42658122326735626,0.4546567856299796,7,734.0,143.0,False,False,1824,False,False
PALS2,0.4263875242151421,-0.021397349492350448,3,482.0,10.0,False,False,1825,False,False
TMEM154,0.4263081601135411,-0.051062556419823074,3,1131.0,2.0,False,False,1826,False,False
NCALD,0.4260979113544688,0.8398683429472324,6,306.0,25.0,False,False,1827,False,False
RHBDF2,0.42603383357519137,0.9629806370601524,52,1094.0,35.0,False,True,1828,False,False
TAPBPL,0.42585359380341514,-0.6505147069905992,3,691.0,3.0,False,False,1829,False,False
NDUFS2,0.4257314632189591,-0.01230377064663071,93,1249.0,12.0,False,False,1830,False,False
NDUFA10,0.42553916906131717,0.08739875893588013,1,913.0,129.0,False,False,1831,False,False
TPP1,0.425197692965704,0.6914074998555844,10,227.0,8.0,False,False,1832,False,False
TMEM201,0.4251945496429835,0.1348314911796756,1,667.0,3.0,False,False,1833,False,False
CNPY3,0.4249405286295409,-0.09324679831078021,1,327.0,1.0,False,False,1834,False,False
LPAR2,0.4247854842843819,0.5411842494178071,1,441.0,3.0,False,False,1835,False,False
THUMPD2,0.42413772033693914,-0.1028201144553927,3,1381.0,1.0,False,False,1836,False,False
SLC25A14,0.424094005023428,-0.03673083279411471,1,970.0,1.0,False,False,1837,False,False
H2BC3,0.4240471196615432,0.209565957490111,2,958.0,2.0,False,False,1838,False,False
PRDM4,0.42357867549268263,0.22465689963286048,2,394.0,3.0,False,False,1839,False,False
E2F6,0.4235304582973208,-0.21857080910037505,20,257.0,6.0,False,False,1840,False,True
MGAT5,0.4235063633229687,0.34371250236111356,1,1003.0,1.0,False,False,1841,False,False
TMEM254,0.423374711503587,-0.48000225176626743,2,415.0,27.0,False,False,1842,False,False
CXorf65,0.4229519568551539,0.51767164804539,2,479.0,1.0,False,False,1843,False,False
BLOC1S6,0.42217164052425005,0.6200030354443857,3,730.0,9.0,False,False,1844,False,False
GIMAP8,0.421614492614965,0.6587368926549284,2,1167.0,4.0,False,False,1845,False,False
FUZ,0.4211875835303591,-0.03929992655679625,2,773.0,2.0,False,False,1846,False,False
PCNX4,0.42060800228242673,-0.09764457738527521,5,568.0,480.0,False,False,1847,False,False
ARL4A,0.4200017889966484,0.6806287691861005,4,549.0,1.0,False,False,1848,False,False
MPZL2,0.4198878765446913,-0.45515534402092706,2,468.0,0.0,False,False,1849,False,False
FLI1,0.41979982354722706,0.16779353935317629,65,268.0,315.0,False,False,1850,False,False
GRK3,0.41970832790316637,0.5345927324249399,6,238.0,,False,False,1851,False,False
MYO9A,0.4196524923888782,-0.2138174747741741,527,921.0,488.0,False,False,1852,False,False
PHF11,0.41964861796091846,0.6544017301842064,5,436.0,7.0,False,False,1853,False,False
YBX1,0.41952395642499235,0.1909636453115518,156,48.0,57.0,False,False,1854,False,True
B3GAT3,0.419455527502867,-0.0625858590500395,1,711.0,1.0,False,False,1855,False,False
HPS3,0.41936881484330724,0.0974046368647369,2,447.0,1.0,False,False,1856,False,False
UQCRH,0.4193225299270316,0.4718032869833584,1,336.0,1.0,False,False,1857,False,False
POFUT1,0.4190980049432448,0.4287614160885905,10,267.0,11.0,False,False,1858,False,False
ARHGAP33,0.41907756826152126,0.2628296171803017,3,1160.0,9.0,False,False,1859,False,False
UXS1,0.4189913051973535,-0.1535663236850167,11,602.0,172.0,False,False,1860,False,False
FNBP1,0.41884862035259046,0.01005510389323885,2,430.0,4.0,False,False,1861,False,False
HSPA1L,0.41849216342690765,0.6429840703405632,5,567.0,6.0,False,False,1862,False,False
SLC35B4,0.4184591216745027,-0.0008164206555214672,14,460.0,6.0,False,False,1863,False,False
GBP2,0.4184183540501755,0.2543225110810453,1,423.0,3.0,False,False,1864,False,False
IRGQ,0.41827691925810423,-0.3552304647449851,1,1023.0,5.0,False,False,1865,False,False
USP46,0.41806956763839526,-0.0006954745598764708,1,462.0,1.0,False,False,1866,False,False
AGL,0.41789642428614954,-0.453437778939406,1,873.0,1.0,False,False,1867,False,False
ZFP90,0.41787542725319976,0.3658728850195069,3,537.0,3.0,False,False,1868,False,False
LAMP3,0.41781921529715826,0.2105764490693617,3,1022.0,2.0,False,False,1869,False,False
